____Time[ps]__BindEnergy=  EpotRecept+ EsolvRecept+  EpotLigand+ EsolvLigand- EpotComplex- EsolvComplex [ kJ/mol ]
     700.000     -353.729     5253.451    -9770.027     4442.557    -3309.661     9063.240   -12093.191
     710.000     -174.257     5265.570    -9856.301     4719.444    -3352.299     9254.500   -12303.829
     720.000     -425.405     5199.680    -9721.249     4483.341    -3186.746     8969.202   -11768.771
     730.000     -282.084     5103.109    -9634.589     4600.883    -3267.018     9020.363   -11935.893
     740.000     -259.200     5089.149    -9445.202     4711.493    -3311.806     9195.239   -11892.404
     750.000     -114.229     5106.103    -9414.002     4654.562    -3326.344     9144.335   -12009.788
     760.000     -270.556     4964.828    -9382.081     4614.854    -3325.886     8883.932   -11741.661
     770.000     -314.176     4971.542    -9361.842     4456.870    -3125.680     8816.476   -11561.410
     780.000     -119.549     5008.817    -9548.492     4600.431    -3257.519     9033.533   -12110.747
     790.000     -165.617     5115.310    -9494.363     4517.727    -3153.147     8951.571   -11800.427
     800.000     -325.246     5235.706    -9654.557     4473.687    -3212.238     9092.836   -11924.993
     810.000     -363.571     5279.975    -9530.467     4522.336    -3215.419     9193.016   -11773.020
     820.000     -266.813     5149.098    -9521.282     4601.338    -3178.284     9093.610   -11775.928
     830.000     -339.604     4952.090    -9459.649     4597.155    -3310.376     8836.219   -11717.394
     840.000     -409.934     5147.195    -9434.801     4631.878    -3342.223     9031.146   -11619.163
     850.000     -326.052     5223.620    -9587.132     4546.131    -3277.863     9084.250   -11853.443
     860.000     -260.375     5051.316    -9365.410     4435.437    -3124.057     8776.541   -11518.880
     870.000     -180.635     5030.566    -9384.567     4341.404    -3071.541     8675.481   -11578.984
     880.000     -248.547     5136.116    -9470.352     4526.260    -3321.201     8960.526   -11841.156
     890.000     -314.136     5010.795    -9500.043     4565.163    -3304.786     9006.288   -11921.024
     900.000     -341.088     5096.320    -9598.323     4638.887    -3213.237     9110.539   -11845.804
     910.000     -462.841     5351.177    -9534.213     4496.807    -3286.829     9186.391   -11696.608
     920.000      -99.438     5180.812    -9586.784     4697.647    -3358.498     9255.199   -12222.583
     930.000     -335.013     5263.425    -9617.275     4726.564    -3347.676     9381.489   -12021.437
     940.000     -353.441     5063.399    -9547.444     4525.158    -3229.442     8870.144   -11705.031
     950.000     -348.902     5452.990    -9575.897     4558.305    -3354.224     9259.561   -11829.485
     960.000     -167.076     5266.569    -9492.839     4684.203    -3387.924     9204.860   -11967.776
     970.000     -210.186     5363.988    -9570.742     4755.076    -3469.348     9474.118   -12184.958
     980.000     -250.515     5055.606    -9407.841     4736.773    -3426.045     9124.601   -11915.592
     990.000     -347.713     5195.774    -9585.589     4440.362    -3259.208     8873.481   -11734.430
    1000.000     -382.132     4971.313    -9497.651     4682.668    -3380.572     8944.217   -11786.326
     Average     -284.260 
