____Time[ps]__BindEnergy=  EpotRecept+ EsolvRecept+  EpotLigand+ EsolvLigand- EpotComplex- EsolvComplex [ kJ/mol ]
     700.000     -491.068     4848.140    -9564.481     5149.550    -4231.731     9498.614   -12806.067
     710.000     -476.351     4749.576    -9629.786     5281.926    -4220.487     9474.464   -12816.884
     720.000     -610.691     4901.659    -9853.458     5159.993    -4028.417     9585.201   -12794.733
     730.000     -593.307     4872.193    -9725.890     5245.043    -4106.716     9611.029   -12733.092
     740.000     -653.761     5321.746    -9955.429     5209.133    -4151.847    10013.984   -12936.620
     750.000     -517.021     5201.175   -10186.562     5278.861    -4174.093     9949.870   -13313.468
     760.000     -503.119     5341.856   -10014.189     5189.758    -4081.348    10079.109   -13139.913
     770.000     -455.126     5450.004   -10067.658     5284.087    -4139.747    10208.787   -13226.975
     780.000     -473.256     5173.054    -9886.234     5126.318    -4093.324     9788.598   -12995.528
     790.000     -604.276     5391.001   -10025.879     5124.242    -3967.958    10051.489   -12925.807
     800.000     -661.531     5349.394   -10000.315     5247.023    -4181.450    10192.884   -13116.700
     810.000     -675.718     5229.527   -10045.903     5311.800    -4104.908    10148.773   -13082.539
     820.000     -503.463     4901.369    -9720.154     5268.648    -4182.625     9665.518   -12894.817
     830.000     -595.124     4867.648    -9722.517     5291.728    -4131.558     9697.350   -12796.926
     840.000     -559.363     5091.199    -9691.859     5040.726    -4151.867     9825.328   -12977.766
     850.000     -555.968     5123.335    -9735.007     5247.082    -4167.978     9947.260   -12923.860
     860.000     -692.996     5079.181    -9971.501     5435.127    -4298.519    10155.560   -13218.276
     870.000     -697.616     5173.512    -9929.329     5300.369    -4230.606    10000.547   -12988.986
     880.000     -642.801     5313.429    -9884.675     5349.995    -4227.123    10254.243   -13059.815
     890.000     -557.386     5268.894    -9972.772     5270.567    -4224.677    10203.868   -13304.470
     900.000     -552.223     5196.594    -9844.091     5222.625    -4225.907    10072.695   -13171.251
     910.000     -629.581     5433.637   -10157.204     5299.615    -4295.298    10344.497   -13434.166
     920.000     -466.393     4888.426    -9735.316     5047.484    -4108.668     9526.764   -12968.444
     930.000     -495.210     5286.735   -10014.799     5276.571    -4221.006    10167.544   -13344.833
     940.000     -398.620     5227.048    -9852.731     5233.476    -4072.096    10082.464   -13148.147
     950.000     -566.434     5165.812    -9929.611     5302.440    -4224.093    10026.298   -13145.316
     960.000     -578.373     5202.395   -10070.815     5158.273    -4042.949    10014.092   -13188.816
     970.000     -479.389     5185.159    -9724.508     5242.810    -3948.381    10113.960   -12879.490
     980.000     -503.069     5367.984    -9682.171     5157.945    -4025.895    10134.708   -12813.776
     990.000     -460.423     5419.603    -9898.403     5060.107    -4064.895    10090.023   -13113.188
    1000.000     -613.353     4943.666    -9808.937     5075.217    -4064.488     9571.583   -12812.772
     Average     -556.871 
