,DD,HD,Variant,Position,Binding_Energy
6475,0.625,0.14,1,35,-33.04
6476,0.625,0.14,1,36,-247.12
6477,0.625,0.14,1,37,-247.0
6478,0.625,0.14,2,1,-450.93
6479,0.625,0.14,2,2,-203.05
6480,0.625,0.14,2,3,-203.97
6481,0.625,0.14,2,4,-239.56
6482,0.625,0.14,2,5,-149.28
6483,0.625,0.14,2,6,-102.53
6484,0.625,0.14,2,7,-266.38
6485,0.625,0.14,2,8,-187.24
6486,0.625,0.14,2,9,-255.39
6487,0.625,0.14,2,10,-184.92
6488,0.625,0.14,2,11,-168.37
6489,0.625,0.14,2,12,-82.15
6490,0.625,0.14,2,13,-122.79
6491,0.625,0.14,2,14,-195.68
6492,0.625,0.14,2,15,-241.21
6493,0.625,0.14,2,16,-157.61
6494,0.625,0.14,2,17,-237.11
6495,0.625,0.14,2,18,-96.39
6496,0.625,0.14,2,19,-255.65
6497,0.625,0.14,2,20,-200.66
6498,0.625,0.14,2,21,-199.11
6499,0.625,0.14,2,22,-85.66
6500,0.625,0.14,2,23,-125.64
6501,0.625,0.14,2,24,-175.56
6502,0.625,0.14,2,25,-403.78
6503,0.625,0.14,2,26,-200.47
6504,0.625,0.14,2,27,-286.87
6505,0.625,0.14,2,28,-64.13
6506,0.625,0.14,2,29,-73.68
6507,0.625,0.14,2,30,-331.02
6508,0.625,0.14,2,31,-196.54
6509,0.625,0.14,2,32,-329.53
6510,0.625,0.14,2,33,-185.04
6511,0.625,0.14,2,34,-119.76
6512,0.625,0.14,2,35,-249.04
6513,0.625,0.14,2,36,-145.26
6514,0.625,0.14,2,37,-244.0
6515,0.625,0.14,2,38,-246.63
6516,0.625,0.14,2,39,-175.41
6517,0.625,0.14,2,40,-218.98
6518,0.625,0.14,2,41,-209.87
6519,0.625,0.14,2,42,-126.42
6520,0.625,0.14,2,43,-332.23
6521,0.625,0.14,2,44,-248.12
6522,0.625,0.14,2,45,-212.69
6523,0.625,0.14,3,1,-347.95
6524,0.625,0.14,3,2,-446.68
6525,0.625,0.14,3,3,-204.22
6526,0.625,0.14,3,4,-265.24
6527,0.625,0.14,3,5,-312.11
6528,0.625,0.14,3,6,-327.55
6529,0.625,0.14,3,7,-267.48
6530,0.625,0.14,3,8,-200.06
6531,0.625,0.14,3,9,-140.61
6532,0.625,0.14,3,10,-323.56
6533,0.625,0.14,3,11,-419.12
6534,0.625,0.14,3,12,-409.48
6535,0.625,0.14,3,13,-331.88
6536,0.625,0.14,3,14,-270.32
6537,0.625,0.14,3,15,-260.74
6538,0.625,0.14,3,16,-235.99
6539,0.625,0.14,3,17,-158.22
6540,0.625,0.14,3,18,-279.47
6541,0.625,0.14,3,19,-187.72
6542,0.625,0.14,3,20,-115.27
6543,0.625,0.14,3,21,-153.52
6544,0.625,0.14,3,22,-275.86
6545,0.625,0.14,3,23,-301.9
6546,0.625,0.14,3,24,-140.29
6547,0.625,0.14,3,25,-403.66
6548,0.625,0.14,3,26,-340.8
6549,0.625,0.14,3,27,-252.63
6550,0.625,0.14,3,28,-234.48
6551,0.625,0.14,3,29,-107.04
6552,0.625,0.14,3,30,-164.04
6553,0.625,0.14,3,31,-265.89
6554,0.625,0.14,3,32,-329.17
6555,0.625,0.14,3,33,-192.09
6556,0.625,0.14,3,34,-316.45
6557,0.625,0.14,3,35,-178.16
6558,0.625,0.14,3,36,-253.86
6559,0.625,0.14,3,37,-84.9
6560,0.625,0.14,3,38,-209.37
6561,0.625,0.14,3,39,-466.57
6562,0.625,0.14,3,40,-256.9
6563,0.625,0.14,3,41,-106.59
6564,0.625,0.14,3,42,-191.07
6565,0.625,0.14,3,43,-162.86
6566,0.625,0.14,3,44,-23.09
6567,0.625,0.14,3,45,-222.04
6568,0.625,0.14,4,1,-296.62
6569,0.625,0.14,4,2,-237.46
6570,0.625,0.14,4,3,-283.98
6571,0.625,0.14,4,4,-326.33
6572,0.625,0.14,4,5,-347.21
6573,0.625,0.14,4,6,-341.37
6574,0.625,0.14,4,7,-447.16
6575,0.625,0.14,4,8,-224.22
6576,0.625,0.14,4,9,-255.78
6577,0.625,0.14,4,10,-245.61
6578,0.625,0.14,4,11,-242.75
6579,0.625,0.14,4,12,-331.73
6580,0.625,0.14,4,13,-371.58
6581,0.625,0.14,4,14,-464.75
6582,0.625,0.14,4,15,-275.75
6583,0.625,0.14,4,16,-240.51
6584,0.625,0.14,4,17,-313.09
6585,0.625,0.14,4,18,-179.46
6586,0.625,0.14,4,19,-278.99
6587,0.625,0.14,4,20,-165.1
6588,0.625,0.14,4,21,-305.51
6589,0.625,0.14,4,22,-152.63
6590,0.625,0.14,4,23,-232.49
6591,0.625,0.14,4,24,-221.49
6592,0.625,0.14,4,25,-332.49
6593,0.625,0.14,4,26,-228.02
6594,0.625,0.14,4,27,-273.63
6595,0.625,0.14,4,28,-222.09
6596,0.625,0.14,4,29,-137.88
6597,0.625,0.14,4,30,-554.66
6598,0.625,0.14,4,31,-279.58
6599,0.625,0.14,4,32,-433.44
6600,0.625,0.14,4,33,-307.42
6601,0.625,0.14,4,34,-215.11
6602,0.625,0.14,4,35,-213.02
6603,0.625,0.14,4,36,-436.76
6604,0.625,0.14,4,37,-189.08
6605,0.625,0.14,4,38,-321.25
6606,0.625,0.14,5,1,-160.25
6607,0.625,0.14,5,2,-303.37
6608,0.625,0.14,5,3,-289.98
6609,0.625,0.14,5,4,-247.39
6610,0.625,0.14,5,5,-302.96
6611,0.625,0.14,5,6,-214.78
6612,0.625,0.14,5,7,-343.44
6613,0.625,0.14,5,8,-33.71
6614,0.625,0.14,5,9,-187.03
6615,0.625,0.14,5,10,-225.15
6616,0.625,0.14,5,11,-333.82
6617,0.625,0.14,5,12,-157.99
6618,0.625,0.14,5,13,-237.99
6619,0.625,0.14,5,14,-316.17
6620,0.625,0.14,5,15,-294.32
6621,0.625,0.14,5,16,-289.32
6622,0.625,0.14,5,17,-210.75
6623,0.625,0.14,5,18,-183.45
6624,0.625,0.14,5,19,-316.05
6625,0.625,0.14,5,20,-456.19
6626,0.625,0.14,5,21,-111.34
6627,0.625,0.14,5,22,-236.98
6628,0.625,0.14,5,23,-327.58
6629,0.625,0.14,5,24,-102.57
6630,0.625,0.14,5,25,-129.89
6631,0.625,0.14,5,26,-273.64
6632,0.625,0.14,5,27,-366.96
6633,0.625,0.14,5,28,-62.95
6634,0.625,0.14,5,29,-359.51
6635,0.625,0.14,5,30,-195.11
6636,0.625,0.14,5,31,-303.94
6637,0.625,0.14,5,32,-207.7
6638,0.625,0.14,5,33,-276.25
6639,0.625,0.14,5,34,-125.18
6640,0.625,0.14,5,35,-174.77
6641,0.625,0.14,5,36,-319.63
6642,0.625,0.14,5,37,-303.81
6643,0.625,0.14,5,38,-63.86
6644,0.625,0.14,5,39,-273.38
6645,0.625,0.14,5,40,-411.84
6646,0.625,0.14,5,41,-110.11
6647,0.625,0.14,5,42,-222.36
6648,0.625,0.14,5,43,-76.82
6649,0.625,0.14,5,44,-132.67
6650,0.75,0.14,1,1,-401.74
6651,0.75,0.14,1,2,-302.63
6652,0.75,0.14,1,3,-132.9
6653,0.75,0.14,1,4,-273.36
6654,0.75,0.14,1,5,-364.58
6655,0.75,0.14,1,6,-286.02
6656,0.75,0.14,1,7,-306.51
6657,0.75,0.14,1,8,-214.49
6658,0.75,0.14,1,9,-373.22
6659,0.75,0.14,1,10,-160.82
6660,0.75,0.14,1,11,-412.04
6661,0.75,0.14,1,12,-150.51
6662,0.75,0.14,1,13,-409.46
6663,0.75,0.14,1,14,-87.73
6664,0.75,0.14,1,15,-331.77
6665,0.75,0.14,1,16,-293.64
6666,0.75,0.14,1,17,-440.54
6667,0.75,0.14,1,18,-228.08
6668,0.75,0.14,1,19,-129.17
6669,0.75,0.14,1,20,-242.51
6670,0.75,0.14,1,21,-473.83
6671,0.75,0.14,1,22,-295.88
6672,0.75,0.14,1,23,-219.75
6673,0.75,0.14,1,24,-111.72
6674,0.75,0.14,1,25,-160.16
6675,0.75,0.14,1,26,-317.55
6676,0.75,0.14,1,27,-57.39
6677,0.75,0.14,1,28,-263.57
6678,0.75,0.14,1,29,-298.16
6679,0.75,0.14,1,30,-270.72
6680,0.75,0.14,1,31,-381.05
6681,0.75,0.14,1,32,-189.78
6682,0.75,0.14,1,33,-251.86
6683,0.75,0.14,1,34,-187.08
6684,0.75,0.14,1,35,-309.44
6685,0.75,0.14,1,36,-201.64
6686,0.75,0.14,1,37,-98.0
6687,0.75,0.14,1,38,-100.3
6688,0.75,0.14,1,39,-280.75
6689,0.75,0.14,1,40,-216.16
6690,0.75,0.14,2,1,-301.74
6691,0.75,0.14,2,2,-221.08
6692,0.75,0.14,2,3,-253.05
6693,0.75,0.14,2,4,-353.96
6694,0.75,0.14,2,5,-377.76
6695,0.75,0.14,2,6,-239.31
6696,0.75,0.14,2,7,-211.57
6697,0.75,0.14,2,8,-189.03
6698,0.75,0.14,2,9,-144.97
6699,0.75,0.14,2,10,-412.44
6700,0.75,0.14,2,11,-263.0
6701,0.75,0.14,2,12,-106.35
6702,0.75,0.14,2,13,-296.83
6703,0.75,0.14,2,14,-297.93
6704,0.75,0.14,2,15,-168.95
6705,0.75,0.14,2,16,-256.15
6706,0.75,0.14,2,17,-260.19
6707,0.75,0.14,2,18,-508.03
6708,0.75,0.14,2,19,-342.94
6709,0.75,0.14,2,20,-363.26
6710,0.75,0.14,2,21,-432.9
6711,0.75,0.14,2,22,-200.41
6712,0.75,0.14,2,23,-193.15
6713,0.75,0.14,2,24,-83.21
6714,0.75,0.14,2,25,-396.59
6715,0.75,0.14,2,26,-243.31
6716,0.75,0.14,2,27,-123.98
6717,0.75,0.14,2,28,-136.0
6718,0.75,0.14,2,29,-168.95
6719,0.75,0.14,2,30,-167.81
6720,0.75,0.14,2,31,-335.8
6721,0.75,0.14,2,32,-329.64
6722,0.75,0.14,2,33,-191.12
6723,0.75,0.14,2,34,-361.3
6724,0.75,0.14,2,35,-138.44
6725,0.75,0.14,2,36,-186.62
6726,0.75,0.14,2,37,-190.23
6727,0.75,0.14,2,38,-410.34
6728,0.75,0.14,2,39,-208.73
6729,0.75,0.14,2,40,-176.37
6730,0.75,0.14,2,41,-158.23
6731,0.75,0.14,2,42,-275.36
6732,0.75,0.14,2,43,-263.06
6733,0.75,0.14,2,44,-213.57
6734,0.75,0.14,2,45,-185.81
6735,0.75,0.14,2,46,-46.61
6736,0.75,0.14,2,47,-172.33
6737,0.75,0.14,2,48,-395.56
6738,0.75,0.14,3,1,-268.64
6739,0.75,0.14,3,2,-347.77
6740,0.75,0.14,3,3,-253.67
6741,0.75,0.14,3,4,-318.76
6742,0.75,0.14,3,5,-344.69
6743,0.75,0.14,3,6,-397.58
6744,0.75,0.14,3,7,-231.96
6745,0.75,0.14,3,8,-354.35
6746,0.75,0.14,3,9,-240.37
6747,0.75,0.14,3,10,-169.29
6748,0.75,0.14,3,11,-222.17
6749,0.75,0.14,3,12,-377.73
6750,0.75,0.14,3,13,-160.87
6751,0.75,0.14,3,14,-399.74
6752,0.75,0.14,3,15,-397.91
6753,0.75,0.14,3,16,-314.02
6754,0.75,0.14,3,17,-218.7
6755,0.75,0.14,3,18,-216.04
6756,0.75,0.14,3,19,-192.94
6757,0.75,0.14,3,20,-221.7
6758,0.75,0.14,3,21,-105.77
6759,0.75,0.14,3,22,-364.24
6760,0.75,0.14,3,23,-289.73
6761,0.75,0.14,3,24,-308.45
6762,0.75,0.14,3,25,-487.51
6763,0.75,0.14,3,26,-347.08
6764,0.75,0.14,3,27,-269.29
6765,0.75,0.14,3,28,-323.66
6766,0.75,0.14,3,29,-375.79
6767,0.75,0.14,3,30,-216.61
6768,0.75,0.14,3,31,-240.06
6769,0.75,0.14,3,32,-209.12
6770,0.75,0.14,3,33,-402.93
6771,0.75,0.14,3,34,-289.75
6772,0.75,0.14,3,35,-263.53
6773,0.75,0.14,3,36,-364.79
6774,0.75,0.14,3,37,-236.48
6775,0.75,0.14,3,38,-323.0
6776,0.75,0.14,3,39,-231.83
6777,0.75,0.14,3,40,-275.32
6778,0.75,0.14,3,41,-311.48
6779,0.75,0.14,3,42,-456.25
6780,0.75,0.14,3,43,-161.59
6781,0.75,0.14,4,1,-554.25
6782,0.75,0.14,4,2,-315.05
6783,0.75,0.14,4,3,-417.61
6784,0.75,0.14,4,4,-228.25
6785,0.75,0.14,4,5,-356.28
6786,0.75,0.14,4,6,-253.69
6787,0.75,0.14,4,7,-224.98
6788,0.75,0.14,4,8,-184.68
6789,0.75,0.14,4,9,-373.3
6790,0.75,0.14,4,10,-392.82
6791,0.75,0.14,4,11,-273.1
6792,0.75,0.14,4,12,-168.92
6793,0.75,0.14,4,13,-170.62
6794,0.75,0.14,4,14,-201.34
6795,0.75,0.14,4,15,-205.74
6796,0.75,0.14,4,16,-284.63
6797,0.75,0.14,4,17,-215.53
6798,0.75,0.14,4,18,-373.39
6799,0.75,0.14,4,19,-241.47
6800,0.75,0.14,4,20,-361.59
6801,0.75,0.14,4,21,-196.05
6802,0.75,0.14,4,22,-278.36
6803,0.75,0.14,4,23,-224.2
6804,0.75,0.14,4,24,-332.37
6805,0.75,0.14,4,25,-264.03
6806,0.75,0.14,4,26,-212.75
6807,0.75,0.14,4,27,-413.19
6808,0.75,0.14,4,28,-186.7
6809,0.75,0.14,4,29,-334.59
6810,0.75,0.14,4,30,-285.6
6811,0.75,0.14,4,31,-403.47
6812,0.75,0.14,4,32,-179.95
6813,0.75,0.14,4,33,-226.77
6814,0.75,0.14,4,34,-98.05
6815,0.75,0.14,4,35,-179.68
6816,0.75,0.14,4,36,-268.09
6817,0.75,0.14,4,37,-252.99
6818,0.75,0.14,4,38,-466.6
6819,0.75,0.14,4,39,-460.67
6820,0.75,0.14,5,1,-240.56
6821,0.75,0.14,5,2,-340.49
6822,0.75,0.14,5,3,-464.24
6823,0.75,0.14,5,4,-378.93
6824,0.75,0.14,5,5,-460.93
6825,0.75,0.14,5,6,-342.9
6826,0.75,0.14,5,7,-270.23
6827,0.75,0.14,5,8,-116.42
6828,0.75,0.14,5,9,-330.82
6829,0.75,0.14,5,10,-123.7
6830,0.75,0.14,5,11,-334.97
6831,0.75,0.14,5,12,-134.75
6832,0.75,0.14,5,13,-195.1
6833,0.75,0.14,5,14,-482.81
6834,0.75,0.14,5,15,-337.16
6835,0.75,0.14,5,16,-236.44
6836,0.75,0.14,5,17,-358.85
6837,0.75,0.14,5,18,-26.02
6838,0.75,0.14,5,19,-196.31
6839,0.75,0.14,5,20,-155.76
6840,0.75,0.14,5,21,-211.57
6841,0.75,0.14,5,22,-167.12
6842,0.75,0.14,5,23,-25.29
6843,0.75,0.14,5,24,-251.13
6844,0.75,0.14,5,25,-323.97
6845,0.75,0.14,5,26,-438.09
6846,0.75,0.14,5,27,-369.29
6847,0.75,0.14,5,28,-197.83
6848,0.75,0.14,5,29,-508.61
6849,0.75,0.14,5,30,-258.48
6850,0.75,0.14,5,31,-245.37
6851,0.75,0.14,5,32,-545.13
6852,0.75,0.14,5,33,-219.57
6853,0.75,0.14,5,34,-166.78
6854,0.75,0.14,5,35,-135.33
6855,0.75,0.14,5,36,-424.46
6856,0.75,0.14,5,37,-279.48
6857,0.75,0.14,5,38,-203.53
6858,0.875,0.14,1,1,-521.7
6859,0.875,0.14,1,2,-357.12
6860,0.875,0.14,1,3,-357.85
6861,0.875,0.14,1,4,-178.77
6862,0.875,0.14,1,5,-403.52
6863,0.875,0.14,1,6,-314.26
6864,0.875,0.14,1,7,-417.71
6865,0.875,0.14,1,8,-172.93
6866,0.875,0.14,1,9,-295.65
6867,0.875,0.14,1,10,-278.9
6868,0.875,0.14,1,11,-182.95
6869,0.875,0.14,1,12,-220.15
6870,0.875,0.14,1,13,-85.08
6871,0.875,0.14,1,14,-258.52
6872,0.875,0.14,1,15,-389.14
6873,0.875,0.14,1,16,-208.27
6874,0.875,0.14,1,17,-400.74
6875,0.875,0.14,1,18,-277.06
6876,0.875,0.14,1,19,-297.28
6877,0.875,0.14,1,20,-263.17
6878,0.875,0.14,1,21,-243.67
6879,0.875,0.14,1,22,-399.23
6880,0.875,0.14,1,23,-282.37
6881,0.875,0.14,1,24,-143.05
6882,0.875,0.14,1,25,-177.43
6883,0.875,0.14,1,26,-50.26
6884,0.875,0.14,1,27,-168.98
6885,0.875,0.14,1,28,-307.21
6886,0.875,0.14,1,29,-268.83
6887,0.875,0.14,1,30,-191.94
6888,0.875,0.14,1,31,-175.75
6889,0.875,0.14,1,32,-226.69
6890,0.875,0.14,1,33,-285.85
6891,0.875,0.14,1,34,-279.08
6892,0.875,0.14,1,35,-285.61
6893,0.875,0.14,1,36,-148.31
6894,0.875,0.14,1,37,-280.46
6895,0.875,0.14,1,38,-305.35
6896,0.875,0.14,2,1,-145.05
6897,0.875,0.14,2,2,-170.87
6898,0.875,0.14,2,3,-292.77
6899,0.875,0.14,2,4,-207.0
6900,0.875,0.14,2,5,-152.61
6901,0.875,0.14,2,6,-140.46
6902,0.875,0.14,2,7,-270.35
6903,0.875,0.14,2,8,-223.64
6904,0.875,0.14,2,9,-343.95
6905,0.875,0.14,2,10,-277.23
6906,0.875,0.14,2,11,-311.6
6907,0.875,0.14,2,12,-146.47
6908,0.875,0.14,2,13,-276.92
6909,0.875,0.14,2,14,-519.21
6910,0.875,0.14,2,15,-291.14
6911,0.875,0.14,2,16,-373.46
6912,0.875,0.14,2,17,-189.15
6913,0.875,0.14,2,18,-226.46
6914,0.875,0.14,2,19,-390.38
6915,0.875,0.14,2,20,-161.1
6916,0.875,0.14,2,21,-284.87
6917,0.875,0.14,2,22,-298.85
6918,0.875,0.14,2,23,-100.63
6919,0.875,0.14,2,24,-169.63
6920,0.875,0.14,2,25,-284.86
6921,0.875,0.14,2,26,-347.73
6922,0.875,0.14,2,27,-188.29
6923,0.875,0.14,2,28,-392.34
6924,0.875,0.14,2,29,-257.88
6925,0.875,0.14,2,30,-311.85
6926,0.875,0.14,2,31,-214.17
6927,0.875,0.14,2,32,-391.5
6928,0.875,0.14,2,33,-100.08
6929,0.875,0.14,2,34,-351.39
6930,0.875,0.14,2,35,-311.01
6931,0.875,0.14,2,36,-180.65
6932,0.875,0.14,2,37,-189.07
6933,0.875,0.14,2,38,-125.88
6934,0.875,0.14,2,39,-281.3
6935,0.875,0.14,3,1,-251.42
6936,0.875,0.14,3,2,-201.64
6937,0.875,0.14,3,3,-264.79
6938,0.875,0.14,3,4,-321.86
6939,0.875,0.14,3,5,-357.63
6940,0.875,0.14,3,6,-253.03
6941,0.875,0.14,3,7,-271.29
6942,0.875,0.14,3,8,-399.49
6943,0.875,0.14,3,9,-459.89
6944,0.875,0.14,3,10,-192.36
6945,0.875,0.14,3,11,-164.41
6946,0.875,0.14,3,12,-195.0
6947,0.875,0.14,3,13,-244.47
6948,0.875,0.14,3,14,-271.98
6949,0.875,0.14,3,15,-135.31
6950,0.875,0.14,3,16,-444.49
6951,0.875,0.14,3,17,-311.12
6952,0.875,0.14,3,18,-502.38
6953,0.875,0.14,3,19,-230.09
6954,0.875,0.14,3,20,-55.89
6955,0.875,0.14,3,21,-207.62
6956,0.875,0.14,3,22,-392.18
6957,0.875,0.14,3,23,-270.84
6958,0.875,0.14,3,24,-298.53
6959,0.875,0.14,3,25,-287.02
6960,0.875,0.14,3,26,-422.85
6961,0.875,0.14,3,27,-122.55
6962,0.875,0.14,3,28,-255.59
6963,0.875,0.14,3,29,-131.56
6964,0.875,0.14,3,30,-375.4
6965,0.875,0.14,3,31,-244.7
6966,0.875,0.14,3,32,-301.14
6967,0.875,0.14,3,33,-211.61
6968,0.875,0.14,3,34,-292.12
6969,0.875,0.14,3,35,-307.38
6970,0.875,0.14,3,36,-266.92
6971,0.875,0.14,3,37,-196.55
6972,0.875,0.14,3,38,-205.08
6973,0.875,0.14,3,39,-338.68
6974,0.875,0.14,3,40,-317.3
6975,0.875,0.14,3,41,-282.2
6976,0.875,0.14,4,1,-246.81
6977,0.875,0.14,4,2,-481.97
6978,0.875,0.14,4,3,-276.69
6979,0.875,0.14,4,4,-438.34
6980,0.875,0.14,4,5,-313.74
6981,0.875,0.14,4,6,3.65
6982,0.875,0.14,4,7,-466.54
6983,0.875,0.14,4,8,-325.07
6984,0.875,0.14,4,9,-304.84
6985,0.875,0.14,4,10,-115.28
6986,0.875,0.14,4,11,-219.11
6987,0.875,0.14,4,12,-307.14
6988,0.875,0.14,4,13,-326.74
6989,0.875,0.14,4,14,-337.59
6990,0.875,0.14,4,15,-169.84
6991,0.875,0.14,4,16,-320.78
6992,0.875,0.14,4,17,-228.57
6993,0.875,0.14,4,18,-290.7
6994,0.875,0.14,4,19,-118.96
6995,0.875,0.14,4,20,-120.57
6996,0.875,0.14,4,21,-713.54
6997,0.875,0.14,4,22,-373.1
6998,0.875,0.14,4,23,-363.46
6999,0.875,0.14,4,24,-321.07
7000,0.875,0.14,4,25,-217.14
7001,0.875,0.14,4,26,-278.62
7002,0.875,0.14,4,27,-217.27
7003,0.875,0.14,4,28,-362.77
7004,0.875,0.14,4,29,-178.59
7005,0.875,0.14,4,30,-108.86
7006,0.875,0.14,4,31,-400.42
7007,0.875,0.14,4,32,-196.44
7008,0.875,0.14,4,33,-255.78
7009,0.875,0.14,4,34,-137.91
7010,0.875,0.14,4,35,-259.03
7011,0.875,0.14,4,36,-277.56
7012,0.875,0.14,4,37,-277.97
7013,0.875,0.14,4,38,-238.99
7014,0.875,0.14,4,39,-178.4
7015,0.875,0.14,5,1,-383.54
7016,0.875,0.14,5,2,-374.93
7017,0.875,0.14,5,3,-224.16
7018,0.875,0.14,5,4,-177.44
7019,0.875,0.14,5,5,-472.16
7020,0.875,0.14,5,6,-198.67
7021,0.875,0.14,5,7,-149.07
7022,0.875,0.14,5,8,-252.21
7023,0.875,0.14,5,9,-340.82
7024,0.875,0.14,5,10,-446.91
7025,0.875,0.14,5,11,-320.19
7026,0.875,0.14,5,12,-289.14
7027,0.875,0.14,5,13,-101.07
7028,0.875,0.14,5,14,-198.68
7029,0.875,0.14,5,15,-222.17
7030,0.875,0.14,5,16,-382.49
7031,0.875,0.14,5,17,-294.61
7032,0.875,0.14,5,18,-147.75
7033,0.875,0.14,5,19,-321.01
7034,0.875,0.14,5,20,-297.76
7035,0.875,0.14,5,21,-164.28
7036,0.875,0.14,5,22,-276.3
7037,0.875,0.14,5,23,-404.98
7038,0.875,0.14,5,24,-286.42
7039,0.875,0.14,5,25,-243.13
7040,0.875,0.14,5,26,-298.36
7041,0.875,0.14,5,27,-304.69
7042,0.875,0.14,5,28,-389.84
7043,0.875,0.14,5,29,-165.22
7044,0.875,0.14,5,30,-288.18
7045,0.875,0.14,5,31,-186.36
7046,0.875,0.14,5,32,-173.99
7047,0.875,0.14,5,33,-316.5
7048,0.875,0.14,5,34,-190.75
7049,0.875,0.14,5,35,-181.91
7050,0.875,0.14,5,36,-189.6
7051,0.875,0.14,5,37,-312.68
7052,0.875,0.14,5,38,-227.72
7053,0.875,0.14,5,39,-312.19
7054,0.875,0.14,5,40,-350.69
7055,1.0,0.14,1,1,-315.32
7056,1.0,0.14,1,2,-447.46
7057,1.0,0.14,1,3,-422.68
7058,1.0,0.14,1,4,-317.8
7059,1.0,0.14,1,5,-171.91
7060,1.0,0.14,1,6,-159.8
7061,1.0,0.14,1,7,-180.51
7062,1.0,0.14,1,8,-243.49
7063,1.0,0.14,1,9,-281.51
7064,1.0,0.14,1,10,-210.81
7065,1.0,0.14,1,11,-291.83
7066,1.0,0.14,1,12,-272.28
7067,1.0,0.14,1,13,-344.28
7068,1.0,0.14,1,14,-428.39
7069,1.0,0.14,1,15,-173.39
7070,1.0,0.14,1,16,-225.89
7071,1.0,0.14,1,17,-299.08
7072,1.0,0.14,1,18,-210.33
7073,1.0,0.14,1,19,-117.64
7074,1.0,0.14,1,20,-299.54
7075,1.0,0.14,1,21,-229.19
7076,1.0,0.14,1,22,-194.68
7077,1.0,0.14,1,23,-275.69
7078,1.0,0.14,1,24,-270.69
7079,1.0,0.14,1,25,-279.91
7080,1.0,0.14,1,26,-240.07
7081,1.0,0.14,1,27,-379.88
7082,1.0,0.14,1,28,-235.48
7083,1.0,0.14,1,29,-144.74
7084,1.0,0.14,1,30,-340.91
7085,1.0,0.14,1,31,-415.88
7086,1.0,0.14,1,32,-197.52
7087,1.0,0.14,1,33,-336.9
7088,1.0,0.14,1,34,-129.94
7089,1.0,0.14,1,35,-188.75
7090,1.0,0.14,1,36,-363.57
7091,1.0,0.14,1,37,-214.17
7092,1.0,0.14,1,38,-358.42
7093,1.0,0.14,1,39,-168.6
7094,1.0,0.14,1,40,-264.26
7095,1.0,0.14,1,41,-302.55
7096,1.0,0.14,1,42,-365.41
7097,0.125,0.14,1,1,-176.38
7098,0.125,0.14,1,2,-200.67
7099,0.125,0.14,1,3,-249.06
7100,0.125,0.14,1,4,-160.16
7101,0.125,0.14,1,5,-288.34
7102,0.125,0.14,1,6,29.6
7103,0.125,0.14,1,7,-220.89
7104,0.125,0.14,1,8,-193.12
7105,0.125,0.14,1,9,-241.97
7106,0.125,0.14,1,10,-336.53
7107,0.125,0.14,1,11,-268.81
7108,0.125,0.14,1,12,-59.99
7109,0.125,0.14,1,13,-316.77
7110,0.125,0.14,1,14,-296.07
7111,0.125,0.14,1,15,-247.35
7112,0.125,0.14,1,16,-185.69
7113,0.125,0.14,1,17,-183.09
7114,0.125,0.14,1,18,-77.47
7115,0.125,0.14,1,19,-357.14
7116,0.125,0.14,1,20,-172.07
7117,0.125,0.14,1,21,-141.49
7118,0.125,0.14,1,22,-175.08
7119,0.125,0.14,1,23,-263.89
7120,0.125,0.14,1,24,-192.35
7121,0.125,0.14,1,25,-93.18
7122,0.125,0.14,1,26,-191.79
7123,0.125,0.14,1,27,-228.44
7124,0.125,0.14,1,28,-190.17
7125,0.125,0.14,1,29,-144.39
7126,0.125,0.14,1,30,-224.28
7127,0.125,0.14,1,31,-197.32
7128,0.125,0.14,1,32,-172.65
7129,0.125,0.14,1,33,-275.62
7130,0.125,0.14,1,34,-213.7
7131,0.125,0.14,1,35,-151.26
7132,0.125,0.14,1,36,-268.4
7133,0.125,0.14,1,37,-391.3
7134,0.125,0.14,1,38,-242.5
7135,0.125,0.14,1,39,-68.35
7136,0.125,0.14,1,40,-383.25
7137,0.125,0.14,1,41,-161.11
7138,0.125,0.14,1,42,-57.2
7139,0.125,0.14,1,43,-142.66
7140,0.125,0.14,1,44,-145.42
7141,0.125,0.14,1,45,-20.99
7142,0.125,0.14,1,46,-262.96
7143,0.125,0.14,2,1,-263.67
7144,0.125,0.14,2,2,-224.05
7145,0.125,0.14,2,3,-196.16
7146,0.125,0.14,2,4,-196.77
7147,0.125,0.14,2,5,-218.67
7148,0.125,0.14,2,6,-437.08
7149,0.125,0.14,2,7,-116.27
7150,0.125,0.14,2,8,-244.64
7151,0.125,0.14,2,9,-130.39
7152,0.125,0.14,2,10,-168.78
7153,0.125,0.14,2,11,-39.95
7154,0.125,0.14,2,12,-125.55
7155,0.125,0.14,2,13,-171.05
7156,0.125,0.14,2,14,-128.16
7157,0.125,0.14,2,15,-269.29
7158,0.125,0.14,2,16,-339.11
7159,0.125,0.14,2,17,-216.56
7160,0.125,0.14,2,18,-199.78
7161,0.125,0.14,2,19,-113.25
7162,0.125,0.14,2,20,-219.19
7163,0.125,0.14,2,21,-46.03
7164,0.125,0.14,2,22,-205.45
7165,0.125,0.14,2,23,-58.21
7166,0.125,0.14,2,24,-105.16
7167,0.125,0.14,2,25,-266.99
7168,0.125,0.14,2,26,-120.65
7169,0.125,0.14,2,27,-239.01
7170,0.125,0.14,2,28,-220.81
7171,0.125,0.14,2,29,-108.74
7172,0.125,0.14,2,30,-141.69
7173,0.125,0.14,2,31,-251.53
