,DD,HD,Variant,Position,Binding_Energy
16881,0.625,0.57,2,31,-216.77
16882,0.625,0.57,2,32,-208.38
16883,0.625,0.57,2,33,-318.74
16884,0.625,0.57,2,34,-401.36
16885,0.625,0.57,2,35,-376.92
16886,0.625,0.57,2,36,-193.22
16887,0.625,0.57,2,37,-208.24
16888,0.625,0.57,2,38,-229.06
16889,0.625,0.57,2,39,-310.35
16890,0.625,0.57,2,40,-254.98
16891,0.625,0.57,2,41,-168.22
16892,0.625,0.57,2,42,-333.2
16893,0.625,0.57,2,43,-158.21
16894,0.625,0.57,2,44,-333.41
16895,0.625,0.57,2,45,-317.23
16896,0.625,0.57,2,46,-193.35
16897,0.625,0.57,2,47,-389.3
16898,0.625,0.57,3,1,-187.17
16899,0.625,0.57,3,2,-447.43
16900,0.625,0.57,3,3,-337.56
16901,0.625,0.57,3,4,-284.59
16902,0.625,0.57,3,5,-218.02
16903,0.625,0.57,3,6,-289.7
16904,0.625,0.57,3,7,-358.74
16905,0.625,0.57,3,8,-373.06
16906,0.625,0.57,3,9,-276.51
16907,0.625,0.57,3,10,-406.27
16908,0.625,0.57,3,11,-410.97
16909,0.625,0.57,3,12,-415.55
16910,0.625,0.57,3,13,-360.81
16911,0.625,0.57,3,14,-462.23
16912,0.625,0.57,3,15,-255.39
16913,0.625,0.57,3,16,-238.25
16914,0.625,0.57,3,17,-427.35
16915,0.625,0.57,3,18,-245.85
16916,0.625,0.57,3,19,-496.17
16917,0.625,0.57,3,20,-347.48
16918,0.625,0.57,3,21,-248.74
16919,0.625,0.57,3,22,-148.66
16920,0.625,0.57,3,23,-385.41
16921,0.625,0.57,3,24,-191.98
16922,0.625,0.57,3,25,-420.48
16923,0.625,0.57,3,26,-263.24
16924,0.625,0.57,3,27,-255.38
16925,0.625,0.57,3,28,-413.06
16926,0.625,0.57,3,29,-198.32
16927,0.625,0.57,3,30,-75.92
16928,0.625,0.57,3,31,-272.02
16929,0.625,0.57,3,32,-163.71
16930,0.625,0.57,3,33,-258.62
16931,0.625,0.57,3,34,-363.85
16932,0.625,0.57,3,35,-296.0
16933,0.625,0.57,3,36,-52.85
16934,0.625,0.57,3,37,-256.34
16935,0.625,0.57,3,38,-238.0
16936,0.625,0.57,4,1,-367.09
16937,0.625,0.57,4,2,-427.65
16938,0.625,0.57,4,3,-256.94
16939,0.625,0.57,4,4,-264.74
16940,0.625,0.57,4,5,-243.45
16941,0.625,0.57,4,6,-439.25
16942,0.625,0.57,4,7,-250.49
16943,0.625,0.57,4,8,-293.45
16944,0.625,0.57,4,9,-525.05
16945,0.625,0.57,4,10,-192.22
16946,0.625,0.57,4,11,-500.44
16947,0.625,0.57,4,12,-262.09
16948,0.625,0.57,4,13,-513.22
16949,0.625,0.57,4,14,-320.11
16950,0.625,0.57,4,15,-269.65
16951,0.625,0.57,4,16,-377.57
16952,0.625,0.57,4,17,-337.15
16953,0.625,0.57,4,18,-247.76
16954,0.625,0.57,4,19,-368.76
16955,0.625,0.57,4,20,-218.16
16956,0.625,0.57,4,21,-423.32
16957,0.625,0.57,4,22,-303.58
16958,0.625,0.57,4,23,-412.06
16959,0.625,0.57,4,24,-354.45
16960,0.625,0.57,4,25,-440.59
16961,0.625,0.57,4,26,-321.24
16962,0.625,0.57,4,27,-311.54
16963,0.625,0.57,4,28,-194.66
16964,0.625,0.57,4,29,-310.19
16965,0.625,0.57,4,30,-321.65
16966,0.625,0.57,4,31,-374.87
16967,0.625,0.57,4,32,-340.26
16968,0.625,0.57,4,33,-187.53
16969,0.625,0.57,4,34,-350.88
16970,0.625,0.57,4,35,-216.0
16971,0.625,0.57,4,36,-141.68
16972,0.625,0.57,4,37,-505.54
16973,0.625,0.57,4,38,-272.7
16974,0.625,0.57,5,1,-328.31
16975,0.625,0.57,5,2,-372.06
16976,0.625,0.57,5,3,-380.57
16977,0.625,0.57,5,4,-243.92
16978,0.625,0.57,5,5,-312.23
16979,0.625,0.57,5,6,-532.78
16980,0.625,0.57,5,7,-247.11
16981,0.625,0.57,5,8,-336.1
16982,0.625,0.57,5,9,-227.63
16983,0.625,0.57,5,10,-392.29
16984,0.625,0.57,5,11,-295.28
16985,0.625,0.57,5,12,-450.4
16986,0.625,0.57,5,13,-352.45
16987,0.625,0.57,5,14,-462.74
16988,0.625,0.57,5,15,-522.07
16989,0.625,0.57,5,16,-340.41
16990,0.625,0.57,5,17,-0.62
16991,0.625,0.57,5,18,-427.48
16992,0.625,0.57,5,19,-451.57
16993,0.625,0.57,5,20,-288.49
16994,0.625,0.57,5,21,-223.97
16995,0.625,0.57,5,22,-467.16
16996,0.625,0.57,5,23,-101.07
16997,0.625,0.57,5,24,-243.79
16998,0.625,0.57,5,25,-251.6
16999,0.625,0.57,5,26,-308.36
17000,0.625,0.57,5,27,-312.77
17001,0.625,0.57,5,28,-478.19
17002,0.625,0.57,5,29,-335.65
17003,0.625,0.57,5,30,-362.5
17004,0.625,0.57,5,31,-235.92
17005,0.625,0.57,5,32,-255.52
17006,0.625,0.57,5,33,-123.34
17007,0.625,0.57,5,34,-165.31
17008,0.625,0.57,5,35,-317.79
17009,0.625,0.57,5,36,-399.11
17010,0.625,0.57,5,37,-348.72
17011,0.625,0.57,5,38,-341.0
17012,0.625,0.57,5,39,-329.17
17013,0.625,0.57,5,40,-382.02
17014,0.625,0.57,5,41,-359.96
17015,0.625,0.57,5,42,-251.41
17016,0.625,0.57,5,43,-339.42
17017,0.625,0.57,5,44,-457.26
17018,0.75,0.57,1,1,-413.02
17019,0.75,0.57,1,2,-206.07
17020,0.75,0.57,1,3,-349.94
17021,0.75,0.57,1,4,-278.69
17022,0.75,0.57,1,5,-188.69
17023,0.75,0.57,1,6,-397.44
17024,0.75,0.57,1,7,-394.89
17025,0.75,0.57,1,8,-451.76
17026,0.75,0.57,1,9,-377.31
17027,0.75,0.57,1,10,-218.19
17028,0.75,0.57,1,11,-329.01
17029,0.75,0.57,1,12,-236.09
17030,0.75,0.57,1,13,-265.79
17031,0.75,0.57,1,14,-202.02
17032,0.75,0.57,1,15,-281.13
17033,0.75,0.57,1,16,-511.63
17034,0.75,0.57,1,17,-446.31
17035,0.75,0.57,1,18,-239.91
17036,0.75,0.57,1,19,-329.2
17037,0.75,0.57,1,20,-336.11
17038,0.75,0.57,1,21,-221.91
17039,0.75,0.57,1,22,-218.13
17040,0.75,0.57,1,23,-358.88
17041,0.75,0.57,1,24,-331.77
17042,0.75,0.57,1,25,-450.07
17043,0.75,0.57,1,26,-338.99
17044,0.75,0.57,1,27,-287.99
17045,0.75,0.57,1,28,-308.47
17046,0.75,0.57,1,29,-553.89
17047,0.75,0.57,1,30,-247.32
17048,0.75,0.57,1,31,-368.49
17049,0.75,0.57,1,32,-207.59
17050,0.75,0.57,1,33,-86.74
17051,0.75,0.57,1,34,-294.39
17052,0.75,0.57,1,35,-292.85
17053,0.75,0.57,1,36,-298.14
17054,0.75,0.57,1,37,-365.09
17055,0.75,0.57,1,38,-190.63
17056,0.75,0.57,1,39,-449.87
17057,0.75,0.57,1,40,-263.05
17058,0.75,0.57,1,41,-239.93
17059,0.75,0.57,2,1,-378.2
17060,0.75,0.57,2,2,-238.51
17061,0.75,0.57,2,3,-550.53
17062,0.75,0.57,2,4,-321.67
17063,0.75,0.57,2,5,-285.8
17064,0.75,0.57,2,6,-501.03
17065,0.75,0.57,2,7,-286.67
17066,0.75,0.57,2,8,-292.1
17067,0.75,0.57,2,9,-394.93
17068,0.75,0.57,2,10,-133.93
17069,0.75,0.57,2,11,-508.04
17070,0.75,0.57,2,12,-519.68
17071,0.75,0.57,2,13,-337.92
17072,0.75,0.57,2,14,-281.12
17073,0.75,0.57,2,15,-306.25
17074,0.75,0.57,2,16,-323.15
17075,0.75,0.57,2,17,-334.62
17076,0.75,0.57,2,18,-351.12
17077,0.75,0.57,2,19,-204.89
17078,0.75,0.57,2,20,-477.1
17079,0.75,0.57,2,21,-268.1
17080,0.75,0.57,2,22,-272.35
17081,0.75,0.57,2,23,-399.06
17082,0.75,0.57,2,24,-570.49
17083,0.75,0.57,2,25,-222.46
17084,0.75,0.57,2,26,-374.1
17085,0.75,0.57,2,27,-218.89
17086,0.75,0.57,2,28,-289.91
17087,0.75,0.57,2,29,-299.07
17088,0.75,0.57,2,30,-234.95
17089,0.75,0.57,2,31,-312.97
17090,0.75,0.57,2,32,-611.59
17091,0.75,0.57,2,33,-354.25
17092,0.75,0.57,2,34,-200.31
17093,0.75,0.57,2,35,-333.27
17094,0.75,0.57,2,36,-519.58
17095,0.75,0.57,2,37,-315.84
17096,0.75,0.57,2,38,-223.31
17097,0.75,0.57,3,1,-225.42
17098,0.75,0.57,3,2,-270.44
17099,0.75,0.57,3,3,-422.84
17100,0.75,0.57,3,4,-420.46
17101,0.75,0.57,3,5,-350.37
17102,0.75,0.57,3,6,-289.39
17103,0.75,0.57,3,7,-499.76
17104,0.75,0.57,3,8,-474.01
17105,0.75,0.57,3,9,-238.44
17106,0.75,0.57,3,10,-478.9
17107,0.75,0.57,3,11,-405.25
17108,0.75,0.57,3,12,-265.99
17109,0.75,0.57,3,13,-356.28
17110,0.75,0.57,3,14,-311.36
17111,0.75,0.57,3,15,-176.0
17112,0.75,0.57,3,16,-218.3
17113,0.75,0.57,3,17,-197.13
17114,0.75,0.57,3,18,-304.45
17115,0.75,0.57,3,19,-488.5
17116,0.75,0.57,3,20,-326.07
17117,0.75,0.57,3,21,-338.49
17118,0.75,0.57,3,22,-268.31
17119,0.75,0.57,3,23,-384.94
17120,0.75,0.57,3,24,-250.63
17121,0.75,0.57,3,25,-434.36
17122,0.75,0.57,3,26,-356.53
17123,0.75,0.57,3,27,-247.59
17124,0.75,0.57,3,28,-320.75
17125,0.75,0.57,3,29,-192.93
17126,0.75,0.57,3,30,-300.02
17127,0.75,0.57,3,31,-306.59
17128,0.75,0.57,3,32,-340.36
17129,0.75,0.57,3,33,-344.49
17130,0.75,0.57,3,34,-172.56
17131,0.75,0.57,3,35,-356.31
17132,0.75,0.57,3,36,-380.58
17133,0.75,0.57,3,37,-248.21
17134,0.75,0.57,3,38,-270.52
17135,0.75,0.57,3,39,-470.54
17136,0.75,0.57,3,40,-425.93
17137,0.75,0.57,3,41,-208.98
17138,0.75,0.57,3,42,-298.99
17139,0.75,0.57,3,43,-254.93
17140,0.75,0.57,4,1,-343.21
17141,0.75,0.57,4,2,-322.6
17142,0.75,0.57,4,3,-342.22
17143,0.75,0.57,4,4,-474.06
17144,0.75,0.57,4,5,-232.5
17145,0.75,0.57,4,6,-397.95
17146,0.75,0.57,4,7,-296.18
17147,0.75,0.57,4,8,-325.86
17148,0.75,0.57,4,9,-404.09
17149,0.75,0.57,4,10,-231.75
17150,0.75,0.57,4,11,-393.69
17151,0.75,0.57,4,12,-351.03
17152,0.75,0.57,4,13,-287.88
17153,0.75,0.57,4,14,-338.72
17154,0.75,0.57,4,15,-506.17
17155,0.75,0.57,4,16,-120.88
17156,0.75,0.57,4,17,-210.47
17157,0.75,0.57,4,18,-438.16
17158,0.75,0.57,4,19,-313.16
17159,0.75,0.57,4,20,-320.43
17160,0.75,0.57,4,21,-374.28
17161,0.75,0.57,4,22,-387.34
17162,0.75,0.57,4,23,-290.03
17163,0.75,0.57,4,24,-285.91
17164,0.75,0.57,4,25,-173.27
17165,0.75,0.57,4,26,-453.98
17166,0.75,0.57,4,27,-327.06
17167,0.75,0.57,4,28,-355.99
17168,0.75,0.57,4,29,-324.34
17169,0.75,0.57,4,30,-258.16
17170,0.75,0.57,4,31,-432.42
17171,0.75,0.57,4,32,-323.09
17172,0.75,0.57,4,33,-393.64
17173,0.75,0.57,4,34,-446.26
17174,0.75,0.57,4,35,-443.32
17175,0.75,0.57,4,36,-551.51
17176,0.75,0.57,4,37,-193.96
17177,0.75,0.57,4,38,-172.71
17178,0.75,0.57,4,39,-183.88
17179,0.75,0.57,4,40,-281.7
17180,0.75,0.57,4,41,-413.52
17181,0.75,0.57,4,42,-243.25
17182,0.75,0.57,4,43,-287.53
17183,0.75,0.57,4,44,-329.6
17184,0.75,0.57,4,45,-265.39
17185,0.75,0.57,5,1,-335.09
17186,0.75,0.57,5,2,-418.97
17187,0.75,0.57,5,3,-314.94
17188,0.75,0.57,5,4,-320.93
17189,0.75,0.57,5,5,-263.4
17190,0.75,0.57,5,6,-263.47
17191,0.75,0.57,5,7,-269.44
17192,0.75,0.57,5,8,-272.09
17193,0.75,0.57,5,9,-240.1
17194,0.75,0.57,5,10,-229.51
17195,0.75,0.57,5,11,-177.48
17196,0.75,0.57,5,12,-348.55
17197,0.75,0.57,5,13,-58.79
17198,0.75,0.57,5,14,-350.41
17199,0.75,0.57,5,15,-367.63
17200,0.75,0.57,5,16,-366.98
17201,0.75,0.57,5,17,-220.9
17202,0.75,0.57,5,18,-352.45
17203,0.75,0.57,5,19,-613.92
17204,0.75,0.57,5,20,-412.27
17205,0.75,0.57,5,21,-206.77
17206,0.75,0.57,5,22,-309.01
17207,0.75,0.57,5,23,-418.53
17208,0.75,0.57,5,24,-265.88
17209,0.75,0.57,5,25,-307.4
17210,0.75,0.57,5,26,-339.78
17211,0.75,0.57,5,27,-417.37
17212,0.75,0.57,5,28,-254.46
17213,0.75,0.57,5,29,-371.16
17214,0.75,0.57,5,30,-211.83
17215,0.75,0.57,5,31,-401.63
17216,0.75,0.57,5,32,-248.75
17217,0.75,0.57,5,33,-331.05
17218,0.75,0.57,5,34,-415.27
17219,0.75,0.57,5,35,-308.16
17220,0.75,0.57,5,36,-324.27
17221,0.75,0.57,5,37,-406.24
17222,0.75,0.57,5,38,-369.3
17223,0.75,0.57,5,39,-331.39
17224,0.875,0.57,1,1,-259.04
17225,0.875,0.57,1,2,-225.61
17226,0.875,0.57,1,3,-261.79
17227,0.875,0.57,1,4,-578.55
17228,0.875,0.57,1,5,-526.94
17229,0.875,0.57,1,6,-340.51
17230,0.875,0.57,1,7,-191.5
17231,0.875,0.57,1,8,-443.04
17232,0.875,0.57,1,9,-264.85
17233,0.875,0.57,1,10,-205.55
17234,0.875,0.57,1,11,-244.09
17235,0.875,0.57,1,12,-304.82
17236,0.875,0.57,1,13,-300.22
17237,0.875,0.57,1,14,-406.92
17238,0.875,0.57,1,15,-264.88
17239,0.875,0.57,1,16,-385.16
17240,0.875,0.57,1,17,-144.08
17241,0.875,0.57,1,18,-220.31
17242,0.875,0.57,1,19,-259.49
17243,0.875,0.57,1,20,-255.89
17244,0.875,0.57,1,21,-248.3
17245,0.875,0.57,1,22,-520.35
17246,0.875,0.57,1,23,-422.17
17247,0.875,0.57,1,24,-142.22
17248,0.875,0.57,1,25,-342.98
17249,0.875,0.57,1,26,-520.96
17250,0.875,0.57,1,27,-374.39
17251,0.875,0.57,1,28,-657.23
17252,0.875,0.57,1,29,-215.98
17253,0.875,0.57,1,30,-283.75
17254,0.875,0.57,1,31,-187.79
17255,0.875,0.57,1,32,-370.67
17256,0.875,0.57,1,33,-373.1
17257,0.875,0.57,1,34,-480.1
17258,0.875,0.57,1,35,-350.85
17259,0.875,0.57,1,36,-431.22
17260,0.875,0.57,1,37,-379.36
17261,0.875,0.57,1,38,-356.57
17262,0.875,0.57,1,39,-257.86
17263,0.875,0.57,1,40,-524.96
17264,0.875,0.57,1,41,-282.48
17265,0.875,0.57,2,1,-175.16
17266,0.875,0.57,2,2,-297.36
17267,0.875,0.57,2,3,-188.97
17268,0.875,0.57,2,4,-136.31
17269,0.875,0.57,2,5,-149.85
17270,0.875,0.57,2,6,-304.93
17271,0.875,0.57,2,7,-375.04
17272,0.875,0.57,2,8,-548.18
17273,0.875,0.57,2,9,-170.84
17274,0.875,0.57,2,10,-339.21
17275,0.875,0.57,2,11,-327.94
17276,0.875,0.57,2,12,-353.71
17277,0.875,0.57,2,13,-366.73
17278,0.875,0.57,2,14,-410.13
17279,0.875,0.57,2,15,-237.75
17280,0.875,0.57,2,16,-129.45
17281,0.875,0.57,2,17,-281.03
17282,0.875,0.57,2,18,-262.1
17283,0.875,0.57,2,19,-409.91
17284,0.875,0.57,2,20,-411.05
17285,0.875,0.57,2,21,-515.2
17286,0.875,0.57,2,22,-339.44
17287,0.875,0.57,2,23,-258.65
17288,0.875,0.57,2,24,-440.0
17289,0.875,0.57,2,25,-649.79
17290,0.875,0.57,2,26,-234.56
17291,0.875,0.57,2,27,-257.98
17292,0.875,0.57,2,28,-293.7
17293,0.875,0.57,2,29,-191.05
17294,0.875,0.57,2,30,-310.35
17295,0.875,0.57,2,31,-252.91
17296,0.875,0.57,2,32,-268.99
17297,0.875,0.57,2,33,-328.59
17298,0.875,0.57,2,34,-147.32
17299,0.875,0.57,2,35,-246.09
17300,0.875,0.57,2,36,-466.03
17301,0.875,0.57,2,37,-461.6
17302,0.875,0.57,2,38,-273.92
17303,0.875,0.57,2,39,-234.5
17304,0.875,0.57,2,40,-268.49
17305,0.875,0.57,2,41,-365.32
17306,0.875,0.57,2,42,-441.34
17307,0.875,0.57,3,1,-334.8
17308,0.875,0.57,3,2,-270.9
17309,0.875,0.57,3,3,-186.72
17310,0.875,0.57,3,4,-181.99
17311,0.875,0.57,3,5,-347.71
17312,0.875,0.57,3,6,-373.14
17313,0.875,0.57,3,7,-371.36
17314,0.875,0.57,3,8,-377.55
17315,0.875,0.57,3,9,-374.32
17316,0.875,0.57,3,10,-217.37
17317,0.875,0.57,3,11,-325.62
17318,0.875,0.57,3,12,-367.26
17319,0.875,0.57,3,13,-386.64
17320,0.875,0.57,3,14,-363.28
17321,0.875,0.57,3,15,-457.68
17322,0.875,0.57,3,16,-323.57
17323,0.875,0.57,3,17,-330.22
17324,0.875,0.57,3,18,-296.96
17325,0.875,0.57,3,19,-329.43
17326,0.875,0.57,3,20,-316.19
17327,0.875,0.57,3,21,-380.79
17328,0.875,0.57,3,22,-381.19
17329,0.875,0.57,3,23,-286.87
17330,0.875,0.57,3,24,-222.57
17331,0.875,0.57,3,25,-317.32
17332,0.875,0.57,3,26,-466.3
17333,0.875,0.57,3,27,-308.47
17334,0.875,0.57,3,28,-285.47
17335,0.875,0.57,3,29,-241.74
17336,0.875,0.57,3,30,-392.89
17337,0.875,0.57,3,31,-257.96
17338,0.875,0.57,3,32,-313.03
17339,0.875,0.57,3,33,-498.74
17340,0.875,0.57,3,34,-102.4
17341,0.875,0.57,3,35,-242.59
17342,0.875,0.57,3,36,-221.77
17343,0.875,0.57,3,37,-430.58
17344,0.875,0.57,3,38,-283.03
17345,0.875,0.57,3,39,-220.36
17346,0.875,0.57,3,40,-296.69
17347,0.875,0.57,3,41,-233.99
17348,0.875,0.57,4,1,-318.89
17349,0.875,0.57,4,2,-330.62
17350,0.875,0.57,4,3,-331.27
17351,0.875,0.57,4,4,-477.58
17352,0.875,0.57,4,5,-311.12
17353,0.875,0.57,4,6,-292.0
17354,0.875,0.57,4,7,-133.11
17355,0.875,0.57,4,8,-222.2
17356,0.875,0.57,4,9,-316.23
17357,0.875,0.57,4,10,-309.34
17358,0.875,0.57,4,11,-454.7
17359,0.875,0.57,4,12,-396.37
17360,0.875,0.57,4,13,-385.9
17361,0.875,0.57,4,14,-211.7
17362,0.875,0.57,4,15,-333.38
17363,0.875,0.57,4,16,-450.96
17364,0.875,0.57,4,17,-277.9
17365,0.875,0.57,4,18,-401.8
17366,0.875,0.57,4,19,-361.77
17367,0.875,0.57,4,20,-317.12
17368,0.875,0.57,4,21,-171.92
17369,0.875,0.57,4,22,-134.91
17370,0.875,0.57,4,23,-252.36
17371,0.875,0.57,4,24,-125.49
17372,0.875,0.57,4,25,-148.56
17373,0.875,0.57,4,26,-503.61
17374,0.875,0.57,4,27,-498.35
17375,0.875,0.57,4,28,-101.17
17376,0.875,0.57,4,29,-332.62
17377,0.875,0.57,4,30,-301.78
17378,0.875,0.57,4,31,-269.61
17379,0.875,0.57,4,32,-361.04
17380,0.875,0.57,4,33,-459.53
17381,0.875,0.57,4,34,-246.0
17382,0.875,0.57,4,35,-219.35
17383,0.875,0.57,4,36,-373.14
17384,0.875,0.57,4,37,-400.24
17385,0.875,0.57,4,38,-176.53
17386,0.875,0.57,4,39,-372.59
17387,0.875,0.57,4,40,-241.08
17388,0.875,0.57,5,1,-595.85
17389,0.875,0.57,5,2,-360.28
17390,0.875,0.57,5,3,-492.32
17391,0.875,0.57,5,4,-427.94
17392,0.875,0.57,5,5,-328.15
17393,0.875,0.57,5,6,-504.65
17394,0.875,0.57,5,7,-162.14
17395,0.875,0.57,5,8,-379.69
17396,0.875,0.57,5,9,-275.41
17397,0.875,0.57,5,10,-267.32
17398,0.875,0.57,5,11,-273.06
17399,0.875,0.57,5,12,-275.05
17400,0.875,0.57,5,13,-354.47
17401,0.875,0.57,5,14,-315.02
17402,0.875,0.57,5,15,-253.57
17403,0.875,0.57,5,16,-382.31
17404,0.875,0.57,5,17,-254.42
17405,0.875,0.57,5,18,-283.07
17406,0.875,0.57,5,19,-323.41
17407,0.875,0.57,5,20,-411.02
17408,0.875,0.57,5,21,-407.51
17409,0.875,0.57,5,22,-422.8
17410,0.875,0.57,5,23,-528.39
17411,0.875,0.57,5,24,-372.08
17412,0.875,0.57,5,25,-145.97
17413,0.875,0.57,5,26,-585.05
17414,0.875,0.57,5,27,-191.14
17415,0.875,0.57,5,28,-400.85
17416,0.875,0.57,5,29,-559.86
17417,0.875,0.57,5,30,-158.31
17418,0.875,0.57,5,31,-472.49
17419,0.875,0.57,5,32,-265.33
17420,0.875,0.57,5,33,-354.65
17421,0.875,0.57,5,34,-210.75
17422,0.875,0.57,5,35,-217.94
17423,0.875,0.57,5,36,-399.05
17424,0.875,0.57,5,37,-481.16
17425,0.875,0.57,5,38,-394.27
17426,0.875,0.57,5,39,-294.19
17427,0.875,0.57,5,40,-367.29
17428,0.875,0.57,5,41,-432.56
17429,0.875,0.57,5,42,-328.75
17430,1.0,0.57,1,1,-249.32
17431,1.0,0.57,1,2,-631.0
17432,1.0,0.57,1,3,-426.82
17433,1.0,0.57,1,4,-319.39
17434,1.0,0.57,1,5,-218.39
17435,1.0,0.57,1,6,-205.4
17436,1.0,0.57,1,7,-359.0
17437,1.0,0.57,1,8,-352.65
17438,1.0,0.57,1,9,-386.41
17439,1.0,0.57,1,10,-246.28
17440,1.0,0.57,1,11,-408.01
17441,1.0,0.57,1,12,-331.41
17442,1.0,0.57,1,13,-233.05
17443,1.0,0.57,1,14,-368.84
17444,1.0,0.57,1,15,-709.46
17445,1.0,0.57,1,16,-542.6
17446,1.0,0.57,1,17,-376.07
17447,1.0,0.57,1,18,-288.23
17448,1.0,0.57,1,19,-281.72
17449,1.0,0.57,1,20,-415.9
17450,1.0,0.57,1,21,-370.59
17451,1.0,0.57,1,22,-473.21
17452,1.0,0.57,1,23,-279.69
17453,1.0,0.57,1,24,-491.18
17454,1.0,0.57,1,25,-337.98
17455,1.0,0.57,1,26,-386.16
17456,1.0,0.57,1,27,-419.91
17457,1.0,0.57,1,28,-209.08
17458,1.0,0.57,1,29,-201.9
17459,1.0,0.57,1,30,-431.44
17460,1.0,0.57,1,31,-171.54
17461,1.0,0.57,1,32,-394.94
17462,1.0,0.57,1,33,-167.15
17463,1.0,0.57,1,34,-201.38
17464,1.0,0.57,1,35,-268.05
17465,1.0,0.57,1,36,-431.54
17466,1.0,0.57,1,37,-196.93
17467,1.0,0.57,1,38,-351.76
17468,1.0,0.57,1,39,-358.63
17469,1.0,0.57,1,40,-409.21
17470,1.0,0.57,1,41,-285.56
17471,1.0,0.57,1,42,-364.97
17472,1.0,0.57,1,43,-643.75
17473,1.0,0.57,1,44,-345.62
17474,0.125,0.57,1,1,-208.65
17475,0.125,0.57,1,2,-281.74
17476,0.125,0.57,1,3,-294.96
17477,0.125,0.57,1,4,-248.81
17478,0.125,0.57,1,5,-379.13
17479,0.125,0.57,1,6,-144.87
17480,0.125,0.57,1,7,-281.36
17481,0.125,0.57,1,8,-267.42
17482,0.125,0.57,1,9,-339.3
17483,0.125,0.57,1,10,-393.42
17484,0.125,0.57,1,11,-204.5
17485,0.125,0.57,1,12,-126.11
17486,0.125,0.57,1,13,-183.58
17487,0.125,0.57,1,14,-358.45
17488,0.125,0.57,1,15,-252.48
17489,0.125,0.57,1,16,-221.05
17490,0.125,0.57,1,17,-340.55
17491,0.125,0.57,1,18,-290.83
17492,0.125,0.57,1,19,-252.4
17493,0.125,0.57,1,20,-156.14
17494,0.125,0.57,1,21,-341.76
17495,0.125,0.57,1,22,-353.53
17496,0.125,0.57,1,23,-368.05
17497,0.125,0.57,1,24,-332.46
17498,0.125,0.57,1,25,-292.77
17499,0.125,0.57,1,26,-178.37
17500,0.125,0.57,1,27,-169.45
17501,0.125,0.57,1,28,-366.18
17502,0.125,0.57,1,29,-127.22
17503,0.125,0.57,1,30,-319.74
17504,0.125,0.57,1,31,-188.31
17505,0.125,0.57,1,32,-226.07
17506,0.125,0.57,1,33,-418.08
17507,0.125,0.57,1,34,-88.7
17508,0.125,0.57,1,35,-311.18
17509,0.125,0.57,1,36,-181.85
17510,0.125,0.57,1,37,-292.73
17511,0.125,0.57,1,38,-354.92
17512,0.125,0.57,1,39,-119.65
17513,0.125,0.57,1,40,-248.14
17514,0.125,0.57,2,1,-260.74
17515,0.125,0.57,2,2,-359.38
17516,0.125,0.57,2,3,-171.68
17517,0.125,0.57,2,4,-235.82
17518,0.125,0.57,2,5,-306.57
17519,0.125,0.57,2,6,-266.95
17520,0.125,0.57,2,7,-312.88
17521,0.125,0.57,2,8,-243.23
17522,0.125,0.57,2,9,-350.81
17523,0.125,0.57,2,10,-345.74
17524,0.125,0.57,2,11,-199.55
17525,0.125,0.57,2,12,-190.25
17526,0.125,0.57,2,13,-365.16
17527,0.125,0.57,2,14,-293.94
17528,0.125,0.57,2,15,-305.26
17529,0.125,0.57,2,16,-240.77
17530,0.125,0.57,2,17,-151.39
17531,0.125,0.57,2,18,-388.43
17532,0.125,0.57,2,19,-205.99
17533,0.125,0.57,2,20,-302.52
17534,0.125,0.57,2,21,-229.49
17535,0.125,0.57,2,22,-145.99
17536,0.125,0.57,2,23,-233.77
17537,0.125,0.57,2,24,-108.34
17538,0.125,0.57,2,25,-487.91
17539,0.125,0.57,2,26,-231.08
17540,0.125,0.57,2,27,-348.55
17541,0.125,0.57,2,28,-171.41
17542,0.125,0.57,2,29,-332.4
17543,0.125,0.57,2,30,-156.71
17544,0.125,0.57,2,31,-375.25
17545,0.125,0.57,2,32,-186.83
17546,0.125,0.57,2,33,-367.21
17547,0.125,0.57,2,34,-227.67
17548,0.125,0.57,2,35,-223.84
17549,0.125,0.57,2,36,-164.58
17550,0.125,0.57,2,37,-275.83
17551,0.125,0.57,2,38,-244.76
17552,0.125,0.57,2,39,-154.54
17553,0.125,0.57,3,1,-143.44
17554,0.125,0.57,3,2,-353.53
17555,0.125,0.57,3,3,-357.06
17556,0.125,0.57,3,4,-212.43
17557,0.125,0.57,3,5,-169.33
17558,0.125,0.57,3,6,-318.49
17559,0.125,0.57,3,7,-358.92
17560,0.125,0.57,3,8,-353.72
17561,0.125,0.57,3,9,-454.56
17562,0.125,0.57,3,10,-318.89
17563,0.125,0.57,3,11,-217.15
17564,0.125,0.57,3,12,-327.63
17565,0.125,0.57,3,13,-380.12
17566,0.125,0.57,3,14,-273.14
17567,0.125,0.57,3,15,-193.71
17568,0.125,0.57,3,16,-303.81
17569,0.125,0.57,3,17,-354.32
17570,0.125,0.57,3,18,-207.57
17571,0.125,0.57,3,19,-159.39
17572,0.125,0.57,3,20,-191.71
17573,0.125,0.57,3,21,-245.83
17574,0.125,0.57,3,22,-367.34
17575,0.125,0.57,3,23,-265.31
17576,0.125,0.57,3,24,-299.98
17577,0.125,0.57,3,25,-189.27
17578,0.125,0.57,3,26,-248.51
