,DD,HD,Variant_HD,Variant_DD,Position,Hydrogen Bonds_ALA,Hydrogen Bonds_ARG,Hydrogen Bonds_GLN,Hydrogen Bonds_GLU,Hydrogen Bonds_GLY,Hydrogen Bonds_HYP,Hydrogen Bonds_LEU,Hydrogen Bonds_PRO
16674,0.25,0.57,2,3,12,0.06,0.03,0.42,0.97,0.0,1.9,0.0,0.0
16675,0.25,0.57,2,3,13,1.84,0.84,0.0,1.0,1.03,1.29,0.0,0.0
16676,0.25,0.57,2,3,14,0.0,0.03,0.87,0.29,1.06,0.77,0.0,0.0
16677,0.25,0.57,2,3,15,0.45,0.77,0.23,0.0,0.19,2.58,0.0,0.0
16678,0.25,0.57,2,3,16,0.48,0.97,0.97,0.0,1.61,1.58,0.0,0.0
16679,0.25,0.57,2,3,17,0.03,0.0,0.0,0.0,0.19,2.55,0.0,0.0
16680,0.25,0.57,2,3,18,0.0,0.61,0.0,0.0,1.0,3.77,0.0,0.0
16681,0.25,0.57,2,3,19,1.87,0.35,0.77,1.03,0.16,1.9,0.0,0.03
16682,0.25,0.57,2,3,20,1.0,0.0,0.77,0.97,0.61,2.1,0.0,0.0
16683,0.25,0.57,2,3,21,1.0,0.0,1.65,0.0,0.0,1.97,0.0,0.0
16684,0.25,0.57,2,3,22,1.26,0.0,0.52,0.0,0.94,1.06,0.0,0.0
16685,0.25,0.57,2,3,23,0.74,0.0,0.06,0.0,0.0,0.32,0.0,0.0
16686,0.25,0.57,2,3,24,0.19,0.0,0.45,0.03,0.65,1.26,0.0,0.0
16687,0.25,0.57,2,3,25,0.65,0.35,0.97,0.0,0.42,4.23,0.0,0.0
16688,0.25,0.57,2,3,26,0.0,0.0,0.0,0.0,1.48,4.26,0.0,0.0
16689,0.25,0.57,2,3,27,0.87,0.0,0.48,0.0,2.29,3.87,0.13,0.0
16690,0.25,0.57,2,3,28,0.26,0.0,0.52,0.0,2.52,1.58,0.0,0.06
16691,0.25,0.57,2,3,29,0.0,0.0,0.87,0.0,0.68,2.9,0.0,1.0
16692,0.25,0.57,2,3,30,0.0,0.0,0.9,0.0,1.32,3.1,0.0,0.97
16693,0.25,0.57,2,3,31,0.84,0.77,0.0,0.0,0.61,3.61,0.0,0.0
16694,0.25,0.57,2,3,32,0.81,0.42,0.32,1.0,1.35,2.26,0.87,1.0
16695,0.25,0.57,2,3,33,0.26,0.0,0.71,0.81,0.81,1.13,0.9,0.0
16696,0.25,0.57,2,3,34,0.68,0.16,1.0,0.74,0.81,2.48,0.0,0.0
16697,0.25,0.57,2,3,35,0.06,0.0,0.65,0.65,0.35,0.0,0.0,0.0
16698,0.25,0.57,2,3,36,0.0,0.0,1.0,0.0,0.06,2.03,0.65,0.0
16699,0.25,0.57,2,3,37,2.19,0.0,0.68,0.65,0.06,2.58,0.0,0.48
16700,0.25,0.57,2,3,38,0.42,0.0,1.0,0.06,0.0,1.0,0.0,0.0
16701,0.25,0.57,2,3,39,0.06,0.0,0.0,0.19,0.0,1.61,0.0,0.0
16702,0.25,0.57,2,3,40,1.0,0.03,0.58,1.06,0.0,0.94,0.0,0.0
16703,0.25,0.57,2,3,41,0.94,0.84,0.0,0.42,0.03,1.19,0.0,0.0
16704,0.25,0.57,2,4,1,0.48,0.1,0.0,0.0,0.84,2.58,0.0,0.0
16705,0.25,0.57,2,4,2,1.23,0.81,0.84,0.9,1.23,2.23,0.0,0.94
16706,0.25,0.57,2,4,3,1.9,0.9,0.61,0.06,0.19,1.65,0.0,0.26
16707,0.25,0.57,2,4,4,0.0,0.71,0.0,0.32,0.0,1.26,0.0,0.0
16708,0.25,0.57,2,4,5,1.81,0.0,1.0,0.0,2.45,1.71,0.0,0.0
16709,0.25,0.57,2,4,6,0.0,0.29,0.1,0.77,0.68,1.68,0.71,0.29
16710,0.25,0.57,2,4,7,1.0,0.0,0.52,0.0,0.35,1.0,0.0,0.0
16711,0.25,0.57,2,4,8,1.52,0.0,1.0,0.0,2.35,1.42,0.0,0.0
16712,0.25,0.57,2,4,9,0.03,0.0,1.58,0.0,2.55,0.9,0.0,0.58
16713,0.25,0.57,2,4,10,0.16,0.87,0.23,0.0,1.9,2.0,0.0,0.0
16714,0.25,0.57,2,4,11,1.29,0.0,0.13,0.0,1.87,1.06,0.0,0.0
16715,0.25,0.57,2,4,12,0.65,0.84,0.97,0.16,2.03,3.1,0.0,0.0
16716,0.25,0.57,2,4,13,0.0,0.0,0.0,1.0,0.9,1.1,0.0,0.0
16717,0.25,0.57,2,4,14,0.0,1.03,0.97,0.0,0.71,0.61,0.0,0.0
16718,0.25,0.57,2,4,15,0.0,0.84,0.0,0.03,0.06,2.45,0.0,0.03
16719,0.25,0.57,2,4,16,0.0,0.16,0.97,0.84,0.71,0.55,0.0,0.0
16720,0.25,0.57,2,4,17,0.06,0.0,0.0,1.0,2.29,0.87,0.97,0.0
16721,0.25,0.57,2,4,18,0.0,0.29,0.39,0.0,0.81,1.61,0.0,0.13
16722,0.25,0.57,2,4,19,0.0,0.9,0.0,1.03,1.0,1.52,0.0,0.84
16723,0.25,0.57,2,4,20,0.45,1.0,0.0,0.39,1.0,1.65,0.0,0.0
16724,0.25,0.57,2,4,21,1.55,0.68,0.65,0.71,0.1,1.97,0.87,0.0
16725,0.25,0.57,2,4,22,0.84,1.81,0.0,0.87,0.94,3.29,0.0,0.0
16726,0.25,0.57,2,4,23,0.74,0.61,0.16,0.9,0.97,2.39,0.0,0.0
16727,0.25,0.57,2,4,24,0.0,0.0,0.87,0.0,0.52,3.94,0.0,0.97
16728,0.25,0.57,2,4,25,1.0,0.03,0.77,0.16,1.16,0.97,0.03,0.0
16729,0.25,0.57,2,4,26,1.61,0.0,0.52,0.0,0.35,1.52,0.0,0.0
16730,0.25,0.57,2,4,27,0.68,0.74,0.0,0.19,0.29,1.77,0.0,0.0
16731,0.25,0.57,2,4,28,0.52,0.16,0.0,1.0,0.0,1.65,0.0,0.32
16732,0.25,0.57,2,4,29,0.0,0.68,0.0,0.94,1.16,1.03,0.0,0.55
16733,0.25,0.57,2,4,30,0.0,0.0,1.45,0.0,0.0,1.81,0.0,0.0
16734,0.25,0.57,2,4,31,0.84,0.0,1.0,0.97,1.0,2.81,0.0,0.94
16735,0.25,0.57,2,4,32,0.81,0.0,0.84,0.0,1.77,1.55,0.35,0.97
16736,0.25,0.57,2,4,33,0.0,0.03,0.03,0.0,1.77,3.48,0.0,0.0
16737,0.25,0.57,2,4,34,0.26,1.0,0.0,0.32,0.0,0.0,0.0,0.0
16738,0.25,0.57,2,4,35,1.0,1.06,0.97,0.84,0.9,1.23,0.0,0.0
16739,0.25,0.57,2,4,36,0.97,0.06,0.16,0.52,1.26,2.55,0.0,0.0
16740,0.25,0.57,2,4,37,0.94,0.1,0.06,0.0,0.0,0.42,0.0,0.0
16741,0.25,0.57,2,4,38,0.9,0.71,0.0,0.97,1.13,1.23,0.0,0.0
16742,0.25,0.57,2,4,39,1.06,1.0,0.42,0.61,1.0,1.16,0.0,0.0
16743,0.25,0.57,2,4,40,1.16,0.0,0.0,0.26,0.06,1.61,0.0,0.0
16744,0.25,0.57,2,4,41,0.71,0.0,0.65,0.0,2.48,2.97,0.0,0.13
16745,0.25,0.57,2,4,42,0.87,0.97,0.0,0.0,1.0,0.0,0.0,0.0
16746,0.25,0.57,2,4,43,0.65,0.35,1.0,0.1,0.9,1.03,0.0,0.0
16747,0.25,0.57,2,4,44,0.87,0.23,1.26,0.0,1.0,0.06,0.0,0.0
16748,0.25,0.57,2,5,1,0.0,0.06,0.0,0.03,0.39,3.29,0.0,0.9
16749,0.25,0.57,2,5,2,0.68,0.0,0.45,0.0,2.29,1.74,0.0,0.0
16750,0.25,0.57,2,5,3,0.23,0.97,0.03,0.0,0.0,2.23,0.0,0.0
16751,0.25,0.57,2,5,4,0.0,0.58,0.68,0.0,0.9,1.26,0.0,0.97
16752,0.25,0.57,2,5,5,0.61,0.0,0.0,0.0,1.61,3.29,0.0,0.0
16753,0.25,0.57,2,5,6,1.48,1.52,0.0,1.06,0.0,1.03,0.0,0.87
16754,0.25,0.57,2,5,7,2.42,0.0,0.35,0.03,0.0,2.26,0.0,0.0
16755,0.25,0.57,2,5,8,0.0,0.0,0.26,0.42,1.77,2.42,0.0,0.0
16756,0.25,0.57,2,5,9,0.0,1.0,1.0,0.77,0.81,1.1,0.0,0.0
16757,0.25,0.57,2,5,10,1.39,1.97,0.0,1.35,2.77,0.26,0.0,0.0
16758,0.25,0.57,2,5,11,0.0,0.58,0.0,0.0,1.81,4.26,0.0,0.03
16759,0.25,0.57,2,5,12,1.0,0.13,0.0,0.68,1.03,3.13,0.0,0.23
16760,0.25,0.57,2,5,13,0.94,0.87,0.68,0.94,0.81,1.81,0.0,1.0
16761,0.25,0.57,2,5,14,2.0,1.16,0.68,0.94,0.42,3.39,0.0,0.0
16762,0.25,0.57,2,5,15,0.0,0.0,0.0,0.0,0.0,5.48,0.0,0.0
16763,0.25,0.57,2,5,16,0.48,1.29,1.0,0.9,1.03,1.16,0.94,0.0
16764,0.25,0.57,2,5,17,0.0,0.0,0.68,0.0,1.97,2.65,0.0,0.0
16765,0.25,0.57,2,5,18,0.9,0.0,0.9,0.0,0.74,1.35,0.0,0.0
16766,0.25,0.57,2,5,19,0.26,0.0,0.0,0.0,1.0,6.55,0.0,0.0
16767,0.25,0.57,2,5,20,0.0,0.9,0.0,2.0,0.68,1.0,0.0,0.0
16768,0.25,0.57,2,5,21,0.0,0.35,0.0,0.65,0.81,1.1,0.0,0.97
16769,0.25,0.57,2,5,22,2.35,0.97,0.74,0.0,1.97,0.06,0.0,0.0
16770,0.25,0.57,2,5,23,1.26,1.1,0.0,0.0,0.23,2.58,0.0,0.13
16771,0.25,0.57,2,5,24,0.97,0.0,0.29,0.06,1.45,1.16,0.0,0.94
16772,0.25,0.57,2,5,25,0.0,0.23,0.0,0.84,0.65,4.65,0.0,0.0
16773,0.25,0.57,2,5,26,0.03,0.0,1.61,0.0,0.52,1.74,0.0,0.97
16774,0.25,0.57,2,5,27,0.35,0.0,0.26,0.0,1.03,2.42,0.0,0.0
16775,0.25,0.57,2,5,28,0.0,0.9,0.0,0.0,0.0,4.32,0.0,0.0
16776,0.25,0.57,2,5,29,1.58,0.0,1.16,1.03,0.9,0.58,0.0,0.0
16777,0.25,0.57,2,5,30,1.87,0.0,0.65,0.94,2.71,1.13,0.0,0.0
16778,0.25,0.57,2,5,31,0.0,0.0,0.61,0.81,0.74,2.32,0.0,1.0
16779,0.25,0.57,2,5,32,0.0,0.03,0.0,0.0,0.77,2.87,0.0,0.0
16780,0.25,0.57,2,5,33,0.0,0.0,0.77,0.0,0.0,0.87,0.0,0.0
16781,0.25,0.57,2,5,34,1.87,0.0,0.94,0.0,0.1,0.45,0.0,0.0
16782,0.25,0.57,2,5,35,0.81,0.58,0.0,0.26,0.87,0.55,0.0,0.97
16783,0.25,0.57,2,5,36,0.0,0.0,0.48,0.16,1.0,2.71,0.0,1.45
16784,0.25,0.57,2,5,37,0.0,0.0,1.0,0.0,0.9,2.74,0.0,0.0
16785,0.25,0.57,2,5,38,0.0,0.87,0.03,0.94,0.0,0.23,0.0,0.0
16786,0.25,0.57,2,5,39,0.03,1.42,0.0,0.65,0.35,1.68,0.0,0.0
16787,0.25,0.57,2,5,40,0.97,0.03,0.0,0.74,0.87,1.84,0.0,0.0
16788,0.25,0.57,2,5,41,0.0,0.0,0.0,0.0,0.97,1.13,0.0,0.0
16789,0.25,0.57,2,5,42,1.0,0.0,0.0,0.0,1.42,2.42,0.0,0.97
16790,0.25,0.57,2,5,43,0.06,0.0,0.19,0.0,1.23,1.87,0.0,0.0
16791,0.375,0.57,2,1,1,0.58,0.23,0.06,0.0,0.48,1.81,0.0,0.0
16792,0.375,0.57,2,1,2,0.0,0.58,0.0,0.74,0.0,1.68,0.0,0.94
16793,0.375,0.57,2,1,3,0.0,0.9,0.0,1.71,0.0,2.16,0.0,0.0
16794,0.375,0.57,2,1,4,0.77,0.23,0.16,0.0,0.23,0.06,0.0,0.0
16795,0.375,0.57,2,1,5,1.39,0.03,0.0,0.74,0.23,3.97,0.0,0.0
16796,0.375,0.57,2,1,6,0.19,0.84,0.9,0.52,0.1,4.03,0.0,0.13
16797,0.375,0.57,2,1,7,0.0,1.48,0.0,1.0,0.0,2.87,0.0,0.0
16798,0.375,0.57,2,1,8,0.0,0.0,0.0,0.0,0.1,2.68,0.0,0.0
16799,0.375,0.57,2,1,9,0.97,0.0,0.97,0.0,0.0,0.42,0.23,0.0
16800,0.375,0.57,2,1,10,0.0,0.0,1.0,0.0,0.32,2.84,0.0,0.58
16801,0.375,0.57,2,1,11,0.0,0.0,0.0,0.0,3.74,2.77,0.0,0.0
16802,0.375,0.57,2,1,12,1.03,0.0,1.23,0.84,0.13,1.61,0.0,0.0
16803,0.375,0.57,2,1,13,0.0,0.0,0.0,0.0,2.45,6.06,0.0,0.03
16804,0.375,0.57,2,1,14,0.42,0.0,0.0,0.42,1.0,4.77,0.0,0.19
16805,0.375,0.57,2,1,15,0.0,0.0,2.0,0.0,1.74,3.19,0.0,0.32
16806,0.375,0.57,2,1,16,0.94,1.94,0.0,0.68,1.0,2.77,0.0,0.0
16807,0.375,0.57,2,1,17,0.97,0.87,0.97,0.0,0.03,2.32,0.0,0.0
16808,0.375,0.57,2,1,18,0.9,0.0,0.97,0.0,1.71,2.0,0.0,0.0
16809,0.375,0.57,2,1,19,0.19,0.74,0.0,1.35,0.55,0.84,0.0,0.0
16810,0.375,0.57,2,1,20,0.9,0.0,0.0,0.29,0.1,0.87,0.0,0.58
16811,0.375,0.57,2,1,21,1.45,0.55,0.71,0.77,1.87,0.71,0.94,0.0
16812,0.375,0.57,2,1,22,0.0,0.94,0.0,0.48,1.0,0.1,0.0,0.0
16813,0.375,0.57,2,1,23,0.23,0.87,0.0,1.81,2.0,2.77,0.0,0.0
16814,0.375,0.57,2,1,24,0.0,0.16,0.0,0.55,0.16,1.71,0.0,0.0
16815,0.375,0.57,2,1,25,0.97,0.81,0.0,0.03,0.26,2.0,0.0,0.0
16816,0.375,0.57,2,1,26,1.0,0.19,0.9,0.0,0.0,2.35,0.0,0.0
16817,0.375,0.57,2,1,27,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0
16818,0.375,0.57,2,1,28,0.0,1.0,0.0,0.0,0.77,3.0,0.0,0.0
16819,0.375,0.57,2,1,29,0.48,1.19,0.0,0.0,0.42,1.84,0.0,0.0
16820,0.375,0.57,2,1,30,0.84,0.06,0.0,0.39,0.0,2.45,0.0,0.0
16821,0.375,0.57,2,1,31,1.0,0.94,0.0,0.0,0.1,3.35,0.0,0.0
16822,0.375,0.57,2,1,32,0.97,0.0,0.58,0.0,2.03,2.65,0.0,0.0
16823,0.375,0.57,2,1,33,1.55,0.26,1.0,0.97,0.0,0.55,0.0,0.0
16824,0.375,0.57,2,1,34,2.29,1.65,0.0,1.0,0.0,1.94,0.0,0.0
16825,0.375,0.57,2,1,35,0.0,1.0,0.55,0.87,0.97,0.42,0.0,0.84
16826,0.375,0.57,2,1,36,0.16,0.0,0.77,0.0,1.68,5.29,0.0,0.0
16827,0.375,0.57,2,1,37,1.45,0.0,1.23,0.0,2.16,0.97,0.0,0.0
16828,0.375,0.57,2,1,38,0.26,0.0,1.68,0.61,0.94,1.42,0.0,0.0
16829,0.375,0.57,2,2,1,0.0,0.0,0.74,0.0,0.0,2.06,0.0,1.0
16830,0.375,0.57,2,2,2,0.0,0.32,0.0,0.81,0.35,1.35,0.0,0.94
16831,0.375,0.57,2,2,3,0.65,0.0,0.0,1.03,1.16,2.32,0.0,0.0
16832,0.375,0.57,2,2,4,0.94,0.0,0.0,0.03,0.03,1.84,0.0,0.0
16833,0.375,0.57,2,2,5,0.13,0.0,0.0,0.0,1.35,0.74,0.0,0.0
16834,0.375,0.57,2,2,6,1.29,0.84,0.0,0.0,1.45,3.19,0.0,0.0
16835,0.375,0.57,2,2,7,0.26,0.61,0.0,0.03,0.03,1.35,0.19,0.23
16836,0.375,0.57,2,2,8,0.0,0.06,0.81,0.0,0.0,1.81,0.9,0.0
16837,0.375,0.57,2,2,9,0.0,0.03,0.0,0.16,0.1,1.23,0.0,0.0
16838,0.375,0.57,2,2,10,0.97,1.0,0.39,0.9,1.06,0.65,0.0,0.97
16839,0.375,0.57,2,2,11,0.0,0.97,0.0,0.0,1.0,1.19,0.0,0.0
16840,0.375,0.57,2,2,12,1.39,0.16,0.0,0.26,0.0,1.0,0.0,0.0
16841,0.375,0.57,2,2,13,1.0,0.55,0.9,0.45,0.74,0.9,0.0,0.0
16842,0.375,0.57,2,2,14,0.87,0.0,0.0,0.94,0.97,1.39,0.0,0.0
16843,0.375,0.57,2,2,15,0.87,0.1,0.0,0.0,0.9,2.77,0.0,0.0
16844,0.375,0.57,2,2,16,0.35,0.0,1.61,0.0,1.0,2.97,0.0,0.0
16845,0.375,0.57,2,2,17,0.0,0.0,0.32,0.32,1.58,2.03,0.0,0.84
16846,0.375,0.57,2,2,18,1.81,0.0,0.48,0.0,1.19,2.55,0.0,0.0
16847,0.375,0.57,2,2,19,1.55,0.19,0.77,0.0,0.9,3.48,0.0,0.0
16848,0.375,0.57,2,2,20,0.0,0.94,0.0,0.0,1.0,2.48,0.0,0.0
16849,0.375,0.57,2,2,21,0.55,0.0,0.84,0.84,1.0,2.9,0.0,0.0
16850,0.375,0.57,2,2,22,0.74,0.03,0.58,0.03,0.0,1.84,0.0,0.97
16851,0.375,0.57,2,2,23,0.16,0.0,0.58,0.0,1.55,1.0,0.13,1.0
16852,0.375,0.57,2,2,24,0.16,0.0,0.48,0.0,0.0,1.94,0.0,0.0
16853,0.375,0.57,2,2,25,0.84,0.0,0.29,0.16,0.65,2.19,0.0,0.0
16854,0.375,0.57,2,2,26,0.0,0.87,0.0,0.97,0.81,1.19,0.0,0.0
16855,0.375,0.57,2,2,27,0.0,0.0,0.94,0.97,1.0,3.23,0.0,0.06
16856,0.375,0.57,2,2,28,0.06,0.06,0.23,0.65,0.23,2.81,0.68,0.1
16857,0.375,0.57,2,2,29,0.97,0.13,0.0,0.39,0.65,1.71,0.0,0.0
16858,0.375,0.57,2,2,30,0.0,0.0,0.84,0.1,0.77,3.71,0.0,0.03
16859,0.375,0.57,2,2,31,0.0,0.0,1.06,0.81,1.39,1.52,0.0,0.94
16860,0.375,0.57,2,2,32,0.42,0.06,0.1,0.03,0.06,2.39,0.0,0.0
16861,0.375,0.57,2,2,33,0.0,0.0,0.0,0.0,0.29,1.35,0.0,0.0
16862,0.375,0.57,2,2,34,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0
16863,0.375,0.57,2,2,35,2.19,0.1,0.84,0.84,2.03,1.52,0.0,0.0
16864,0.375,0.57,2,2,36,1.52,0.58,0.35,0.0,1.03,2.68,0.0,1.0
16865,0.375,0.57,2,2,37,0.0,0.0,0.94,0.0,0.87,0.35,0.0,0.84
16866,0.375,0.57,2,2,38,0.0,0.0,1.35,0.0,0.13,1.81,0.0,0.0
16867,0.375,0.57,2,2,39,0.0,0.0,0.55,0.68,0.0,1.71,0.0,0.0
16868,0.375,0.57,2,2,40,0.03,0.52,0.87,0.0,2.1,1.39,0.0,1.0
16869,0.375,0.57,2,3,1,0.32,0.03,0.0,0.0,1.06,2.1,0.0,0.0
16870,0.375,0.57,2,3,2,0.0,0.0,0.0,0.0,1.0,3.13,0.0,0.0
16871,0.375,0.57,2,3,3,0.06,0.94,0.0,1.0,0.0,1.94,0.0,0.84
16872,0.375,0.57,2,3,4,0.0,0.0,0.0,0.0,0.61,1.87,0.0,0.0
16873,0.375,0.57,2,3,5,0.68,0.0,0.9,0.0,0.16,2.42,0.0,0.0
16874,0.375,0.57,2,3,6,0.97,0.0,0.0,0.0,1.55,3.03,0.0,0.0
16875,0.375,0.57,2,3,7,0.1,0.81,0.0,0.0,1.35,1.52,0.29,0.06
16876,0.375,0.57,2,3,8,2.65,0.97,0.77,1.84,0.48,1.52,0.97,0.97
16877,0.375,0.57,2,3,9,0.97,0.06,0.03,0.03,1.55,2.58,0.0,0.0
16878,0.375,0.57,2,3,10,0.32,0.0,1.0,0.39,1.74,4.19,0.0,0.0
16879,0.375,0.57,2,3,11,1.68,0.45,0.0,0.26,0.97,1.1,0.0,0.0
16880,0.375,0.57,2,3,12,1.29,0.0,0.0,0.68,0.94,1.84,0.0,0.0
16881,0.375,0.57,2,3,13,1.0,0.0,0.0,0.0,1.84,2.26,0.0,0.0
16882,0.375,0.57,2,3,14,1.0,0.1,0.0,1.58,0.23,2.87,0.0,0.0
16883,0.375,0.57,2,3,15,0.39,0.0,0.55,0.0,0.42,2.9,0.0,0.0
16884,0.375,0.57,2,3,16,0.1,0.0,0.0,0.97,2.0,1.74,0.0,0.0
16885,0.375,0.57,2,3,17,0.71,0.0,1.0,0.13,0.65,0.39,0.0,0.52
16886,0.375,0.57,2,3,18,0.19,0.1,0.23,0.29,1.87,3.13,0.0,0.0
16887,0.375,0.57,2,3,19,0.71,0.0,0.9,0.0,1.0,1.61,0.0,0.0
16888,0.375,0.57,2,3,20,0.0,0.0,0.26,0.0,0.03,2.06,0.0,0.0
16889,0.375,0.57,2,3,21,2.26,0.39,0.0,0.0,0.23,3.45,0.0,0.0
16890,0.375,0.57,2,3,22,0.0,0.0,0.94,0.03,0.68,2.29,0.0,0.9
16891,0.375,0.57,2,3,23,0.87,0.0,1.06,0.0,1.68,2.48,0.0,0.0
16892,0.375,0.57,2,3,24,0.32,0.03,0.77,1.0,0.55,0.0,0.0,0.81
16893,0.375,0.57,2,3,25,0.94,0.03,0.0,0.0,1.55,0.32,0.0,0.0
16894,0.375,0.57,2,3,26,0.39,0.81,0.0,1.0,1.61,2.26,0.0,0.0
16895,0.375,0.57,2,3,27,0.19,0.0,0.39,0.81,0.0,0.48,0.0,0.0
16896,0.375,0.57,2,3,28,0.0,0.1,0.0,1.0,0.0,2.61,0.0,0.0
16897,0.375,0.57,2,3,29,0.0,0.29,0.94,0.0,0.03,0.13,0.0,0.0
16898,0.375,0.57,2,3,30,0.81,0.16,0.0,0.0,1.16,1.9,0.0,0.1
16899,0.375,0.57,2,3,31,0.94,0.06,1.39,0.13,0.94,1.0,0.0,0.0
16900,0.375,0.57,2,3,32,0.26,0.06,0.26,0.0,0.74,4.65,0.0,0.26
16901,0.375,0.57,2,3,33,0.0,0.0,0.0,1.0,0.94,1.16,0.0,1.0
16902,0.375,0.57,2,3,34,1.29,0.52,0.52,0.61,0.03,4.39,0.0,0.0
16903,0.375,0.57,2,3,35,0.0,0.48,0.0,0.16,0.77,1.87,0.0,0.84
16904,0.375,0.57,2,3,36,0.0,0.1,1.48,0.0,1.0,0.77,0.0,0.0
16905,0.375,0.57,2,3,37,1.0,0.29,0.29,0.71,1.94,2.03,0.0,0.0
16906,0.375,0.57,2,3,38,0.06,0.0,0.06,0.0,1.68,0.97,0.0,0.0
16907,0.375,0.57,2,3,39,0.0,0.0,0.58,0.35,0.1,3.32,0.0,1.55
16908,0.375,0.57,2,3,40,0.19,0.03,0.0,0.81,0.87,3.94,0.0,0.0
16909,0.375,0.57,2,3,41,0.0,0.48,0.03,0.87,0.19,1.42,0.0,0.0
16910,0.375,0.57,2,3,42,0.0,0.0,0.0,0.0,1.0,2.94,0.0,0.0
16911,0.375,0.57,2,4,1,0.26,0.48,0.94,0.19,0.52,1.32,0.0,1.0
16912,0.375,0.57,2,4,2,0.68,0.1,0.94,0.58,1.77,4.71,0.0,0.0
16913,0.375,0.57,2,4,3,0.77,0.35,0.94,0.13,1.0,2.94,0.0,0.0
16914,0.375,0.57,2,4,4,0.0,0.0,0.58,0.71,0.03,1.84,0.0,0.1
16915,0.375,0.57,2,4,5,0.0,0.03,0.48,0.0,0.23,2.74,0.0,0.0
16916,0.375,0.57,2,4,6,0.65,0.0,1.26,0.0,0.39,4.03,0.0,0.0
16917,0.375,0.57,2,4,7,1.42,0.87,0.9,0.32,0.0,3.45,0.0,0.0
16918,0.375,0.57,2,4,8,0.42,0.0,0.94,0.39,0.39,1.65,0.0,0.65
16919,0.375,0.57,2,4,9,0.52,0.74,0.32,0.13,1.61,0.94,0.0,0.0
16920,0.375,0.57,2,4,10,0.1,0.0,0.87,0.0,2.42,2.1,0.0,0.0
16921,0.375,0.57,2,4,11,0.65,1.39,0.0,0.03,0.06,3.1,0.0,0.1
16922,0.375,0.57,2,4,12,0.97,1.39,0.0,0.0,0.06,3.74,0.0,0.0
16923,0.375,0.57,2,4,13,1.16,0.61,0.65,0.81,1.16,0.16,0.0,0.0
16924,0.375,0.57,2,4,14,0.0,1.1,0.0,0.0,0.0,2.77,0.0,0.0
16925,0.375,0.57,2,4,15,0.71,0.0,0.1,0.0,1.9,2.55,0.87,0.39
16926,0.375,0.57,2,4,16,0.87,0.06,0.94,0.0,0.87,2.32,0.9,0.0
16927,0.375,0.57,2,4,17,0.26,0.0,0.0,0.0,1.32,2.0,0.0,0.0
16928,0.375,0.57,2,4,18,1.19,0.0,0.26,1.13,0.06,1.23,0.0,1.0
16929,0.375,0.57,2,4,19,0.39,0.06,0.29,0.0,0.1,4.0,0.0,0.06
16930,0.375,0.57,2,4,20,0.0,0.0,0.94,0.84,0.52,2.0,0.0,0.0
16931,0.375,0.57,2,4,21,0.39,0.03,0.03,0.0,0.32,1.16,0.0,0.0
16932,0.375,0.57,2,4,22,0.58,1.06,0.0,0.03,0.9,4.03,0.0,0.0
16933,0.375,0.57,2,4,23,1.0,0.97,0.55,0.77,0.77,1.77,0.0,0.0
16934,0.375,0.57,2,4,24,1.81,1.45,0.0,0.65,1.0,1.26,0.0,0.0
16935,0.375,0.57,2,4,25,0.0,0.74,0.0,0.0,0.94,5.48,0.0,0.0
16936,0.375,0.57,2,4,26,1.52,0.0,0.55,0.0,0.0,1.94,0.0,0.0
16937,0.375,0.57,2,4,27,0.48,0.0,0.23,0.0,0.0,0.97,0.0,0.0
16938,0.375,0.57,2,4,28,0.0,0.0,1.42,0.06,1.26,2.26,0.26,0.97
16939,0.375,0.57,2,4,29,1.87,0.0,0.71,0.0,0.71,1.87,0.26,0.03
16940,0.375,0.57,2,4,30,0.0,0.42,0.0,0.87,0.1,2.1,0.0,0.0
16941,0.375,0.57,2,4,31,0.71,0.0,0.55,0.87,0.0,2.77,0.0,0.0
16942,0.375,0.57,2,4,32,0.0,0.55,0.0,0.74,0.87,1.0,0.0,0.0
16943,0.375,0.57,2,4,33,0.9,1.48,0.0,0.77,1.9,1.55,0.0,0.0
16944,0.375,0.57,2,4,34,0.42,0.0,0.0,0.0,0.13,1.84,0.0,0.0
16945,0.375,0.57,2,4,35,0.87,0.0,0.81,0.0,0.03,3.77,0.0,0.0
16946,0.375,0.57,2,5,1,1.45,0.0,0.0,0.1,0.0,1.23,0.0,0.0
16947,0.375,0.57,2,5,2,0.29,0.1,0.0,0.0,1.65,1.97,0.68,0.0
16948,0.375,0.57,2,5,3,0.65,0.42,0.0,0.0,1.77,1.9,0.74,0.0
16949,0.375,0.57,2,5,4,0.45,0.0,0.97,0.94,1.19,0.19,0.0,0.0
16950,0.375,0.57,2,5,5,1.03,0.0,0.13,1.0,1.0,2.26,0.1,0.0
16951,0.375,0.57,2,5,6,0.0,0.0,0.94,0.0,1.71,1.52,0.26,0.74
16952,0.375,0.57,2,5,7,0.55,0.0,0.0,1.0,0.0,0.9,0.0,0.0
16953,0.375,0.57,2,5,8,0.97,1.52,0.0,0.97,0.65,1.19,0.0,0.0
16954,0.375,0.57,2,5,9,1.0,0.19,0.0,0.19,0.97,2.13,0.0,0.0
16955,0.375,0.57,2,5,10,0.84,0.84,0.0,1.0,1.84,1.39,0.0,0.0
