,DD,HD,Variant_HD,Variant_DD,Position,Hydrogen Bonds_ALA,Hydrogen Bonds_ARG,Hydrogen Bonds_GLN,Hydrogen Bonds_GLU,Hydrogen Bonds_GLY,Hydrogen Bonds_HYP,Hydrogen Bonds_LEU,Hydrogen Bonds_PRO
9815,0.625,0.29,1,1,36,0.06,0.16,0.0,0.97,0.97,0.48,0.0,0.39
9816,0.625,0.29,1,1,37,0.0,0.0,0.9,0.97,0.03,0.16,0.0,0.23
9817,0.625,0.29,1,1,38,0.39,0.0,0.13,0.0,0.9,1.58,0.0,1.0
9818,0.625,0.29,1,1,39,0.0,0.9,0.0,0.39,1.0,1.1,0.0,0.65
9819,0.625,0.29,1,1,40,1.29,1.0,0.81,1.45,0.35,0.77,0.0,0.0
9820,0.625,0.29,1,1,41,0.0,0.0,0.0,0.0,1.9,2.68,0.0,0.42
9821,0.625,0.29,1,1,42,0.48,0.0,1.42,0.19,1.87,0.0,0.0,0.0
9822,0.625,0.29,1,1,43,0.0,0.0,0.77,0.0,0.13,1.87,0.0,0.0
9823,0.625,0.29,1,2,1,0.65,0.0,0.87,0.94,0.03,0.81,0.0,0.0
9824,0.625,0.29,1,2,2,0.97,1.32,0.0,0.84,0.29,1.0,0.0,0.0
9825,0.625,0.29,1,2,3,0.0,0.0,0.68,0.87,0.0,0.68,0.0,0.87
9826,0.625,0.29,1,2,4,0.0,0.06,1.0,0.26,1.0,0.94,0.0,0.0
9827,0.625,0.29,1,2,5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.03
9828,0.625,0.29,1,2,6,0.55,0.0,0.9,0.0,0.94,0.0,0.0,0.0
9829,0.625,0.29,1,2,7,0.0,0.32,0.0,0.0,0.06,2.35,0.0,0.32
9830,0.625,0.29,1,2,8,0.03,0.0,0.0,0.87,0.0,0.23,0.0,0.0
9831,0.625,0.29,1,2,9,0.0,0.0,0.0,1.77,2.26,0.1,0.9,0.48
9832,0.625,0.29,1,2,10,0.9,0.0,0.0,0.81,2.32,1.9,0.0,0.03
9833,0.625,0.29,1,2,11,0.0,0.0,0.0,0.19,1.0,2.87,0.0,0.35
9834,0.625,0.29,1,2,12,0.1,0.0,0.0,1.0,0.97,0.58,0.45,0.0
9835,0.625,0.29,1,2,13,0.84,0.0,1.71,0.03,0.19,0.61,0.0,0.97
9836,0.625,0.29,1,2,14,0.77,0.0,0.94,0.1,0.06,0.03,0.0,0.58
9837,0.625,0.29,1,2,15,0.0,0.52,0.97,0.55,0.65,0.03,0.0,0.97
9838,0.625,0.29,1,2,16,0.19,0.0,1.06,0.81,0.84,0.0,0.0,0.0
9839,0.625,0.29,1,2,17,1.0,0.06,0.0,0.0,1.0,0.03,0.0,0.0
9840,0.625,0.29,1,2,18,0.1,0.03,0.0,1.0,1.35,1.0,0.94,0.74
9841,0.625,0.29,1,2,19,0.0,0.58,0.0,0.61,1.03,1.74,0.94,1.48
9842,0.625,0.29,1,2,20,0.81,0.0,0.13,0.0,1.03,1.0,0.0,0.32
9843,0.625,0.29,1,2,21,0.39,0.97,0.0,0.0,0.65,0.84,0.0,0.03
9844,0.625,0.29,1,2,22,0.48,0.58,0.0,1.16,0.94,0.0,0.0,0.58
9845,0.625,0.29,1,2,23,0.03,0.0,0.0,0.13,0.03,0.03,0.0,0.61
9846,0.625,0.29,1,2,24,0.77,0.84,0.0,1.0,0.16,1.13,0.0,0.97
9847,0.625,0.29,1,2,25,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
9848,0.625,0.29,1,2,26,0.87,1.0,0.0,0.94,0.39,0.55,0.0,1.0
9849,0.625,0.29,1,2,27,0.0,1.0,0.0,0.0,0.97,2.65,0.0,0.16
9850,0.625,0.29,1,2,28,0.03,0.0,1.0,0.9,0.94,0.0,0.0,0.97
9851,0.625,0.29,1,2,29,0.0,1.23,0.0,0.0,0.68,2.23,0.0,0.0
9852,0.625,0.29,1,2,30,0.94,1.0,0.0,0.0,0.0,0.1,0.0,0.0
9853,0.625,0.29,1,2,31,0.9,0.29,0.0,1.65,1.03,0.68,0.0,0.0
9854,0.625,0.29,1,2,32,0.0,0.0,0.0,0.0,0.32,1.61,0.0,0.0
9855,0.625,0.29,1,2,33,0.9,0.0,0.03,0.0,0.29,2.48,0.0,1.94
9856,0.625,0.29,1,2,34,0.0,0.1,0.0,0.39,0.97,0.97,0.0,0.0
9857,0.625,0.29,1,2,35,1.0,0.1,0.0,0.87,0.0,0.45,0.0,1.81
9858,0.625,0.29,1,2,36,0.0,0.26,0.0,0.35,0.06,1.39,0.0,1.84
9859,0.625,0.29,1,2,37,0.03,0.26,0.0,0.65,0.97,1.9,0.0,1.42
9860,0.625,0.29,1,2,38,0.0,0.55,0.74,0.0,0.0,0.52,0.0,0.0
9861,0.625,0.29,1,2,39,0.0,0.16,1.0,0.74,1.94,0.94,0.0,0.84
9862,0.625,0.29,1,2,40,0.0,0.32,0.26,1.0,0.0,0.71,0.0,0.0
9863,0.625,0.29,1,2,41,0.45,0.81,0.97,0.03,2.68,1.0,0.0,0.03
9864,0.625,0.29,1,2,42,0.55,0.42,0.0,1.0,0.0,0.68,0.0,1.0
9865,0.625,0.29,1,2,43,0.9,1.03,0.84,2.0,0.97,0.0,0.26,0.0
9866,0.625,0.29,1,2,44,0.0,0.0,0.0,0.94,0.03,1.97,0.0,1.97
9867,0.625,0.29,1,3,1,0.39,0.03,0.77,0.94,0.23,2.9,0.0,1.0
9868,0.625,0.29,1,3,2,0.0,1.0,1.06,1.26,1.16,0.13,0.0,0.35
9869,0.625,0.29,1,3,3,0.61,1.77,0.0,0.0,1.26,1.19,0.0,1.61
9870,0.625,0.29,1,3,4,1.1,1.26,0.0,1.81,1.71,0.45,0.0,0.94
9871,0.625,0.29,1,3,5,1.0,0.35,0.9,0.58,0.74,0.94,0.0,0.9
9872,0.625,0.29,1,3,6,0.0,0.0,0.0,0.0,1.84,1.0,0.0,1.74
9873,0.625,0.29,1,3,7,1.48,0.03,1.81,0.81,0.68,0.0,0.0,0.06
9874,0.625,0.29,1,3,8,1.32,0.48,0.0,0.97,0.03,2.32,0.0,1.0
9875,0.625,0.29,1,3,9,0.35,0.52,0.0,0.39,0.0,2.03,0.0,0.97
9876,0.625,0.29,1,3,10,1.77,0.03,0.9,0.9,0.74,0.77,0.0,0.0
9877,0.625,0.29,1,3,11,0.61,0.48,0.87,0.84,1.94,0.71,0.0,0.32
9878,0.625,0.29,1,3,12,0.0,0.03,0.0,0.0,0.97,1.97,0.0,0.0
9879,0.625,0.29,1,3,13,1.52,1.0,0.0,0.65,1.0,1.32,0.0,1.0
9880,0.625,0.29,1,3,14,0.9,0.45,0.84,0.03,0.81,1.65,0.0,0.0
9881,0.625,0.29,1,3,15,0.0,0.13,0.0,0.9,0.32,0.0,0.0,0.0
9882,0.625,0.29,1,3,16,0.19,0.0,0.9,0.0,1.74,0.9,0.65,0.32
9883,0.625,0.29,1,3,17,0.42,0.0,0.45,0.94,0.74,0.06,0.0,1.0
9884,0.625,0.29,1,3,18,0.0,0.0,0.23,0.77,1.0,0.0,0.0,0.0
9885,0.625,0.29,1,3,19,0.1,1.81,0.0,0.68,0.48,0.03,0.0,0.74
9886,0.625,0.29,1,3,20,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0
9887,0.625,0.29,1,3,21,0.87,0.48,0.03,0.0,1.0,1.52,0.0,0.0
9888,0.625,0.29,1,3,22,0.0,0.19,0.0,0.0,0.97,2.0,0.0,1.61
9889,0.625,0.29,1,3,23,0.1,0.1,0.0,0.81,0.06,0.06,0.0,0.9
9890,0.625,0.29,1,3,24,0.03,0.03,1.52,0.55,0.32,0.06,0.0,0.9
9891,0.625,0.29,1,3,25,1.13,0.58,0.1,1.0,2.13,0.26,0.0,0.94
9892,0.625,0.29,1,3,26,0.97,1.0,0.0,1.0,0.0,0.77,0.0,0.39
9893,0.625,0.29,1,3,27,0.19,0.97,0.87,1.0,0.68,0.94,0.0,0.0
9894,0.625,0.29,1,3,28,0.1,0.19,0.77,0.65,3.42,2.35,0.0,0.74
9895,0.625,0.29,1,3,29,0.97,0.0,0.97,0.94,0.52,0.35,0.0,0.0
9896,0.625,0.29,1,3,30,0.0,0.26,0.03,0.0,0.52,0.03,0.0,0.55
9897,0.625,0.29,1,3,31,0.97,0.74,0.0,0.0,0.06,0.77,0.0,0.74
9898,0.625,0.29,1,3,32,0.42,0.16,0.0,0.97,0.61,0.87,0.68,0.65
9899,0.625,0.29,1,3,33,0.03,0.39,0.0,0.0,0.19,1.42,0.0,0.03
9900,0.625,0.29,1,3,34,2.68,1.19,0.0,1.97,1.03,0.06,0.0,0.52
9901,0.625,0.29,1,3,35,2.03,0.0,0.03,0.0,0.94,1.06,0.0,0.0
9902,0.625,0.29,1,3,36,0.0,0.9,0.0,0.87,0.39,0.19,0.0,0.9
9903,0.625,0.29,1,3,37,0.03,0.0,0.0,0.0,0.13,0.71,0.0,0.87
9904,0.625,0.29,1,3,38,0.0,0.35,0.0,0.06,1.87,1.32,0.0,0.97
9905,0.625,0.29,1,3,39,0.87,0.06,1.0,1.0,1.94,0.87,0.0,0.0
9906,0.625,0.29,1,3,40,0.0,0.13,0.58,0.0,0.26,0.03,0.0,1.0
9907,0.625,0.29,1,3,41,0.0,0.16,0.0,1.97,1.94,0.0,0.0,0.87
9908,0.625,0.29,1,3,42,0.0,0.9,1.0,0.58,0.03,1.74,0.0,0.0
9909,0.625,0.29,1,4,1,0.32,0.87,0.0,1.0,0.1,0.03,0.0,1.0
9910,0.625,0.29,1,4,2,1.16,0.1,0.0,0.97,0.0,0.52,0.0,0.58
9911,0.625,0.29,1,4,3,0.84,0.13,0.0,0.0,0.35,0.19,0.0,0.0
9912,0.625,0.29,1,4,4,0.9,0.94,0.0,1.0,0.77,1.45,0.0,0.97
9913,0.625,0.29,1,4,5,0.0,0.1,0.97,0.97,0.16,1.45,0.0,1.0
9914,0.625,0.29,1,4,6,0.29,0.29,0.0,1.94,0.26,0.74,0.0,0.45
9915,0.625,0.29,1,4,7,0.97,0.65,0.0,0.48,0.1,0.0,0.0,0.0
9916,0.625,0.29,1,4,8,1.39,0.0,1.84,0.42,0.03,0.0,0.0,0.19
9917,0.625,0.29,1,4,9,0.0,0.9,0.0,0.0,1.94,2.19,0.0,1.03
9918,0.625,0.29,1,4,10,1.0,0.0,0.68,0.0,1.29,1.03,0.0,1.0
9919,0.625,0.29,1,4,11,0.0,0.0,0.0,0.0,0.26,1.0,0.0,0.81
9920,0.625,0.29,1,4,12,0.16,0.0,0.0,0.35,0.52,1.55,0.0,1.32
9921,0.625,0.29,1,4,13,0.0,0.0,0.0,1.29,0.13,0.29,0.0,0.74
9922,0.625,0.29,1,4,14,0.81,0.03,0.0,0.03,0.0,0.42,0.0,0.0
9923,0.625,0.29,1,4,15,0.0,0.0,0.0,0.0,1.16,1.94,0.77,0.97
9924,0.625,0.29,1,4,16,0.16,0.06,0.77,0.0,0.97,0.45,1.0,1.0
9925,0.625,0.29,1,4,17,0.0,0.0,0.71,0.0,2.68,1.87,0.0,1.0
9926,0.625,0.29,1,4,18,0.0,0.48,0.0,0.97,0.48,1.03,0.0,0.0
9927,0.625,0.29,1,4,19,1.0,0.68,0.0,0.52,1.94,1.06,0.0,0.94
9928,0.625,0.29,1,4,20,0.71,0.0,0.0,0.0,0.0,0.65,0.0,0.0
9929,0.625,0.29,1,4,21,1.35,1.0,0.0,0.13,0.81,0.1,0.0,0.97
9930,0.625,0.29,1,4,22,0.0,0.16,0.0,1.9,1.84,0.48,0.0,0.13
9931,0.625,0.29,1,4,23,0.97,0.0,0.42,0.0,1.26,1.45,0.0,0.71
9932,0.625,0.29,1,4,24,0.77,0.48,0.0,1.0,1.39,1.16,0.0,0.65
9933,0.625,0.29,1,4,25,0.0,0.13,0.0,1.0,0.0,0.87,0.0,0.84
9934,0.625,0.29,1,4,26,1.65,0.0,1.1,0.0,0.65,0.61,0.0,0.0
9935,0.625,0.29,1,4,27,1.0,0.0,0.68,0.87,0.13,0.0,0.0,0.94
9936,0.625,0.29,1,4,28,0.13,0.0,0.39,0.87,0.61,0.32,0.0,0.0
9937,0.625,0.29,1,4,29,1.45,0.0,0.0,0.03,0.1,0.81,0.0,0.58
9938,0.625,0.29,1,4,30,0.19,0.0,0.16,0.0,0.97,0.1,0.0,1.0
9939,0.625,0.29,1,4,31,0.61,0.97,0.0,0.0,1.71,1.23,0.0,1.0
9940,0.625,0.29,1,4,32,1.0,0.0,0.0,1.29,1.61,0.97,0.0,0.32
9941,0.625,0.29,1,4,33,0.48,0.03,0.52,0.13,1.13,0.0,0.0,0.0
9942,0.625,0.29,1,4,34,0.0,0.0,0.68,0.77,1.1,1.65,0.0,0.0
9943,0.625,0.29,1,4,35,0.87,0.0,0.9,0.0,0.23,0.06,0.0,0.0
9944,0.625,0.29,1,4,36,0.39,0.06,0.0,0.1,0.55,1.9,0.0,0.35
9945,0.625,0.29,1,4,37,0.87,0.26,0.97,0.52,0.1,1.16,0.0,0.58
9946,0.625,0.29,1,4,38,2.29,0.74,0.0,0.9,0.97,0.39,0.0,0.0
9947,0.625,0.29,1,4,39,0.0,0.0,1.45,0.0,0.0,0.97,0.0,0.03
9948,0.625,0.29,1,4,40,0.23,0.03,0.0,1.77,0.9,1.0,0.0,2.13
9949,0.625,0.29,1,4,41,0.03,0.06,1.52,0.74,0.97,1.68,0.0,0.0
9950,0.625,0.29,1,4,42,0.0,0.0,0.0,0.0,0.94,0.42,0.0,0.0
9951,0.625,0.29,1,4,43,0.0,0.03,0.42,0.0,0.0,0.06,0.0,0.06
9952,0.625,0.29,1,4,44,1.0,0.87,0.74,1.0,0.29,0.32,0.0,0.77
9953,0.625,0.29,1,5,1,1.71,0.45,0.0,0.0,1.23,1.06,0.0,0.0
9954,0.625,0.29,1,5,2,0.0,0.0,0.0,0.87,0.03,0.16,0.0,0.0
9955,0.625,0.29,1,5,3,0.77,0.68,0.0,0.26,0.0,0.16,0.0,0.26
9956,0.625,0.29,1,5,4,0.0,0.84,0.0,0.87,1.9,1.9,0.0,0.77
9957,0.625,0.29,1,5,5,0.71,0.81,0.0,1.0,1.87,0.55,0.0,1.0
9958,0.625,0.29,1,5,6,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.45
9959,0.625,0.29,1,5,7,0.0,0.0,0.0,1.0,2.0,0.9,0.0,0.0
9960,0.625,0.29,1,5,8,0.13,0.39,0.0,2.0,1.94,1.84,0.0,0.81
9961,0.625,0.29,1,5,9,0.0,0.16,0.97,0.81,0.58,0.0,0.0,0.0
9962,0.625,0.29,1,5,10,0.55,0.42,0.68,0.06,0.0,0.0,0.0,0.0
9963,0.625,0.29,1,5,11,1.58,1.16,0.0,0.0,0.1,0.39,0.0,0.0
9964,0.625,0.29,1,5,12,0.23,1.06,0.0,0.97,0.61,0.55,0.0,1.0
9965,0.625,0.29,1,5,13,0.68,0.0,0.9,0.0,0.29,0.39,0.0,0.0
9966,0.625,0.29,1,5,14,0.0,0.74,0.0,0.0,0.0,0.1,0.0,1.0
9967,0.625,0.29,1,5,15,0.87,0.0,0.74,0.0,0.03,0.0,0.0,0.0
9968,0.625,0.29,1,5,16,1.0,0.81,0.87,0.35,0.87,2.1,0.0,0.0
9969,0.625,0.29,1,5,17,0.0,0.19,0.23,1.29,0.48,0.71,0.0,0.19
9970,0.625,0.29,1,5,18,0.03,1.61,0.0,0.0,2.84,0.13,0.0,0.19
9971,0.625,0.29,1,5,19,0.0,0.0,0.9,0.0,0.0,0.03,0.0,0.0
9972,0.625,0.29,1,5,20,1.1,0.0,0.58,0.0,0.1,1.71,0.0,0.0
9973,0.625,0.29,1,5,21,0.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9974,0.625,0.29,1,5,22,0.68,0.19,0.0,0.0,0.0,0.84,0.0,0.39
9975,0.625,0.29,1,5,23,0.97,1.13,0.9,0.16,2.13,0.42,0.32,1.0
9976,0.625,0.29,1,5,24,0.0,0.71,0.0,0.0,0.42,1.42,0.0,0.97
9977,0.625,0.29,1,5,25,0.68,0.16,0.48,0.97,0.81,0.52,0.0,0.0
9978,0.625,0.29,1,5,26,0.52,0.0,0.03,0.0,0.77,1.13,0.0,0.0
9979,0.625,0.29,1,5,27,0.0,0.48,0.0,1.48,0.32,1.0,0.0,0.9
9980,0.625,0.29,1,5,28,0.0,0.0,1.0,0.68,1.71,1.06,0.0,0.77
9981,0.625,0.29,1,5,29,0.87,0.1,0.81,0.94,1.55,1.84,0.0,0.0
9982,0.625,0.29,1,5,30,0.0,0.0,0.0,0.0,0.06,1.45,0.0,0.42
9983,0.625,0.29,1,5,31,0.48,1.16,1.29,0.0,1.87,1.0,0.0,0.55
9984,0.625,0.29,1,5,32,0.35,0.35,0.0,1.84,1.06,0.13,0.0,0.39
9985,0.625,0.29,1,5,33,0.06,0.9,0.0,1.48,1.97,1.61,0.0,0.0
9986,0.625,0.29,1,5,34,0.0,0.0,1.97,0.0,0.0,1.9,0.0,0.0
9987,0.625,0.29,1,5,35,1.0,0.0,1.0,1.84,1.06,0.97,0.0,0.58
9988,0.625,0.29,1,5,36,0.19,0.52,0.81,0.0,0.0,0.45,0.0,0.06
9989,0.625,0.29,1,5,37,0.58,0.0,0.97,1.0,0.23,0.68,0.0,1.0
9990,0.625,0.29,1,5,38,0.0,0.9,0.0,0.0,0.94,0.94,0.0,0.1
9991,0.625,0.29,1,5,39,0.61,0.0,0.13,0.74,0.29,0.0,0.0,0.55
9992,0.75,0.29,1,1,1,1.0,0.0,0.77,0.0,1.16,0.48,0.0,0.03
9993,0.75,0.29,1,1,2,1.97,0.0,0.16,0.0,0.48,0.87,0.0,0.0
9994,0.75,0.29,1,1,3,0.0,0.0,0.0,0.97,0.0,0.55,0.0,0.0
9995,0.75,0.29,1,1,4,1.0,0.94,1.19,0.16,1.13,0.87,0.0,0.0
9996,0.75,0.29,1,1,5,0.39,0.0,0.84,0.0,0.32,0.32,0.0,0.0
9997,0.75,0.29,1,1,6,0.61,0.9,0.0,0.0,1.77,1.39,0.0,0.0
9998,0.75,0.29,1,1,7,0.0,0.0,0.0,0.97,0.29,0.65,0.0,0.0
9999,0.75,0.29,1,1,8,1.29,0.81,0.68,0.81,1.74,0.03,0.0,0.0
10000,0.75,0.29,1,1,9,0.0,0.84,0.26,0.23,1.0,0.03,0.0,0.97
10001,0.75,0.29,1,1,10,0.68,0.0,0.81,0.55,0.29,0.0,0.0,1.03
10002,0.75,0.29,1,1,11,1.77,0.19,0.0,0.9,0.55,0.0,0.0,0.39
10003,0.75,0.29,1,1,12,0.97,0.45,0.0,0.71,1.81,1.74,0.0,0.87
10004,0.75,0.29,1,1,13,1.71,0.0,0.97,0.55,1.32,1.87,0.0,0.0
10005,0.75,0.29,1,1,14,0.68,0.0,0.0,1.0,0.35,2.55,0.0,1.03
10006,0.75,0.29,1,1,15,0.0,0.0,1.1,0.55,0.97,0.32,0.0,0.97
10007,0.75,0.29,1,1,16,0.0,0.0,0.0,0.65,0.84,0.97,0.0,0.0
10008,0.75,0.29,1,1,17,0.42,0.0,0.16,0.45,1.23,0.94,0.0,0.94
10009,0.75,0.29,1,1,18,0.35,0.03,0.39,0.42,0.0,0.84,0.0,0.94
10010,0.75,0.29,1,1,19,0.13,0.0,1.16,0.0,0.03,0.39,0.0,0.0
10011,0.75,0.29,1,1,20,0.0,0.0,0.0,0.0,0.52,0.23,0.0,0.55
10012,0.75,0.29,1,1,21,1.48,1.0,0.87,1.68,0.06,0.65,0.0,2.0
10013,0.75,0.29,1,1,22,0.0,0.0,0.0,2.39,1.0,0.03,0.65,1.0
10014,0.75,0.29,1,1,23,1.0,0.0,1.84,0.0,1.61,0.45,0.0,0.0
10015,0.75,0.29,1,1,24,0.87,0.0,0.97,0.0,1.42,0.0,0.0,0.32
10016,0.75,0.29,1,1,25,0.13,0.55,0.0,1.35,2.0,0.23,0.0,0.06
10017,0.75,0.29,1,1,26,0.0,0.1,0.65,0.74,0.84,0.97,0.0,0.1
10018,0.75,0.29,1,1,27,0.0,0.87,0.0,1.0,1.29,0.65,1.0,0.0
10019,0.75,0.29,1,1,28,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.94
10020,0.75,0.29,1,1,29,1.48,0.0,1.1,0.0,1.9,0.48,0.0,1.0
10021,0.75,0.29,1,1,30,1.26,0.0,1.03,1.03,1.1,0.0,0.0,0.87
10022,0.75,0.29,1,1,31,0.0,0.23,0.0,1.0,0.16,2.19,0.0,0.74
10023,0.75,0.29,1,1,32,0.97,0.94,0.0,0.0,0.42,1.06,0.0,1.0
10024,0.75,0.29,1,1,33,0.65,0.0,0.35,0.0,2.16,0.1,0.03,0.35
10025,0.75,0.29,1,1,34,0.52,0.0,0.13,0.0,1.61,0.84,0.0,0.0
10026,0.75,0.29,1,1,35,0.0,0.0,0.55,1.0,0.32,0.9,0.0,0.06
10027,0.75,0.29,1,1,36,0.61,0.0,0.48,1.0,0.97,0.39,0.9,0.0
10028,0.75,0.29,1,1,37,0.87,0.03,0.0,1.97,2.13,2.97,0.0,0.0
10029,0.75,0.29,1,1,38,1.0,0.0,1.58,0.68,1.32,0.0,0.0,0.0
10030,0.75,0.29,1,1,39,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0
10031,0.75,0.29,1,1,40,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.58
10032,0.75,0.29,1,1,41,0.77,0.1,1.0,1.61,1.84,0.77,0.0,0.0
10033,0.75,0.29,1,1,42,0.94,0.0,1.61,0.0,0.97,1.16,0.0,0.0
10034,0.75,0.29,1,1,43,0.0,0.94,0.0,0.0,1.03,0.23,0.0,0.77
10035,0.75,0.29,1,2,1,0.84,0.0,0.26,0.0,1.19,0.06,0.0,0.0
10036,0.75,0.29,1,2,2,0.0,0.32,0.0,0.29,1.0,0.84,0.0,0.0
10037,0.75,0.29,1,2,3,0.0,0.06,0.0,1.61,1.03,0.0,0.84,0.87
10038,0.75,0.29,1,2,4,0.65,0.81,0.0,1.48,1.23,0.84,0.0,0.1
10039,0.75,0.29,1,2,5,0.19,1.1,0.0,0.26,0.9,0.9,0.0,0.0
10040,0.75,0.29,1,2,6,0.0,0.0,0.0,0.0,0.06,1.1,0.0,0.0
10041,0.75,0.29,1,2,7,0.87,0.0,0.0,0.87,0.0,0.0,0.0,0.0
10042,0.75,0.29,1,2,8,0.58,1.1,0.55,1.77,1.84,0.94,0.0,1.0
10043,0.75,0.29,1,2,9,0.0,0.0,1.74,0.71,0.84,1.81,0.0,1.74
10044,0.75,0.29,1,2,10,0.0,0.03,0.0,0.0,0.29,0.55,0.0,0.0
10045,0.75,0.29,1,2,11,0.68,1.0,0.84,0.0,1.58,0.97,0.0,1.0
10046,0.75,0.29,1,2,12,0.23,0.19,1.03,0.97,0.84,0.0,0.0,0.0
10047,0.75,0.29,1,2,13,0.97,1.29,0.0,0.9,2.03,1.48,0.0,2.39
10048,0.75,0.29,1,2,14,0.39,0.48,0.0,0.03,0.29,0.0,0.0,0.65
10049,0.75,0.29,1,2,15,1.0,0.0,0.03,0.0,0.0,0.1,0.0,0.97
10050,0.75,0.29,1,2,16,0.0,0.16,0.94,0.0,0.87,0.94,0.0,0.39
10051,0.75,0.29,1,2,17,1.0,1.0,0.0,0.52,1.0,0.81,0.0,0.0
10052,0.75,0.29,1,2,18,0.0,0.0,0.39,0.0,1.29,1.13,0.0,0.0
10053,0.75,0.29,1,2,19,1.0,0.03,0.0,1.0,0.52,0.06,0.0,0.06
10054,0.75,0.29,1,2,20,0.94,1.9,0.0,1.48,0.61,1.55,0.0,0.0
10055,0.75,0.29,1,2,21,0.0,0.0,0.84,0.97,1.84,2.71,0.0,0.0
10056,0.75,0.29,1,2,22,0.77,0.0,0.23,0.0,1.0,0.19,0.0,0.0
10057,0.75,0.29,1,2,23,0.71,0.0,0.13,0.77,0.03,0.0,0.0,0.0
10058,0.75,0.29,1,2,24,0.03,0.52,0.0,1.13,0.65,0.0,0.0,0.0
10059,0.75,0.29,1,2,25,0.1,0.81,0.0,0.13,0.39,0.48,0.0,0.71
10060,0.75,0.29,1,2,26,1.81,0.0,0.97,0.0,2.65,1.39,0.0,0.0
10061,0.75,0.29,1,2,27,0.52,0.81,0.0,0.9,0.19,1.65,0.0,0.71
10062,0.75,0.29,1,2,28,0.97,0.61,0.16,1.0,0.13,0.39,0.0,0.06
10063,0.75,0.29,1,2,29,0.74,0.0,0.13,0.71,2.23,2.0,0.58,0.81
10064,0.75,0.29,1,2,30,1.45,0.0,0.0,0.94,1.0,0.0,0.0,0.0
10065,0.75,0.29,1,2,31,0.84,1.0,0.0,0.94,2.06,1.0,0.87,0.03
10066,0.75,0.29,1,2,32,1.65,0.0,0.81,0.32,0.9,2.19,0.0,1.65
10067,0.75,0.29,1,2,33,0.0,0.65,0.0,0.0,1.19,1.74,0.0,0.0
10068,0.75,0.29,1,2,34,0.0,0.39,0.32,0.0,0.0,0.1,0.0,1.0
10069,0.75,0.29,1,2,35,0.77,0.03,0.0,0.94,0.84,0.03,0.0,0.19
10070,0.75,0.29,1,2,36,0.03,0.0,0.0,1.1,0.87,0.13,0.0,0.0
10071,0.75,0.29,1,2,37,0.77,0.0,0.1,0.16,0.0,0.29,0.0,0.13
10072,0.75,0.29,1,2,38,0.9,0.0,0.94,0.87,0.71,1.32,0.0,0.0
10073,0.75,0.29,1,2,39,0.94,0.03,0.0,0.97,0.26,0.1,0.0,0.0
10074,0.75,0.29,1,2,40,0.0,0.48,0.0,0.0,0.45,1.39,0.0,1.0
10075,0.75,0.29,1,2,41,0.84,0.81,0.0,0.97,1.9,1.23,0.0,0.0
10076,0.75,0.29,1,2,42,1.16,0.32,0.0,0.03,1.0,1.26,0.0,0.74
10077,0.75,0.29,1,2,43,0.0,0.0,0.39,0.65,0.97,1.61,0.0,1.1
10078,0.75,0.29,1,3,1,0.45,0.77,0.0,0.94,0.97,0.94,0.0,0.03
10079,0.75,0.29,1,3,2,0.97,0.0,1.0,0.94,0.06,0.58,0.0,0.0
10080,0.75,0.29,1,3,3,1.35,0.9,0.0,0.84,0.9,0.58,0.0,0.03
10081,0.75,0.29,1,3,4,0.0,0.0,1.35,0.97,0.0,1.03,0.0,0.03
10082,0.75,0.29,1,3,5,1.0,0.0,1.23,0.0,0.06,0.42,0.0,0.0
10083,0.75,0.29,1,3,6,0.0,0.0,0.65,1.9,1.23,0.16,0.0,0.48
10084,0.75,0.29,1,3,7,0.94,0.0,1.94,0.0,0.97,0.0,0.0,0.0
10085,0.75,0.29,1,3,8,0.0,0.0,1.0,1.26,1.16,0.87,0.0,0.0
10086,0.75,0.29,1,3,9,1.0,0.13,0.68,2.61,1.23,0.84,0.0,0.55
10087,0.75,0.29,1,3,10,0.9,0.0,0.68,0.61,0.0,0.0,0.0,0.0
10088,0.75,0.29,1,3,11,0.97,0.55,0.97,0.03,1.68,1.55,0.0,1.45
10089,0.75,0.29,1,3,12,0.94,0.1,1.81,1.0,0.0,0.0,0.0,0.0
10090,0.75,0.29,1,3,13,0.0,0.0,0.77,0.0,2.84,1.81,0.0,0.06
10091,0.75,0.29,1,3,14,0.94,1.87,0.0,0.74,0.0,1.81,0.0,0.9
10092,0.75,0.29,1,3,15,0.45,0.0,0.0,0.81,1.74,0.0,0.0,0.16
10093,0.75,0.29,1,3,16,0.0,0.9,0.0,0.0,0.13,2.39,0.0,0.16
10094,0.75,0.29,1,3,17,0.0,0.84,0.03,0.9,1.0,0.0,0.29,0.03
10095,0.75,0.29,1,3,18,1.0,0.0,0.0,0.13,0.0,0.94,0.0,0.0
10096,0.75,0.29,1,3,19,0.0,0.0,0.87,0.0,1.48,0.77,0.0,0.19
