____Time[ps]__BindEnergy=  EpotRecept+ EsolvRecept+  EpotLigand+ EsolvLigand- EpotComplex- EsolvComplex [ kJ/mol ]
     700.000     -256.996     4755.469    -6739.704     4293.945    -3131.078     8820.007    -9384.379
     710.000     -393.932     4756.568    -6839.213     4410.285    -3216.276     8954.229    -9448.933
     720.000     -243.034     4790.059    -6714.959     4409.643    -3210.364     8900.977    -9383.565
     730.000     -307.574     4714.675    -6666.570     4290.361    -3037.444     8731.824    -9123.228
     740.000     -473.787     4773.933    -6863.343     4259.661    -3121.654     8682.822    -9160.438
     750.000     -361.583     4982.918    -6950.957     4244.753    -3035.198     8919.883    -9316.783
     760.000     -427.557     4672.043    -6662.481     4376.069    -3126.250     8722.279    -9035.342
     770.000     -308.130     4889.638    -6923.154     4258.890    -3067.678     8900.619    -9434.792
     780.000     -322.969     4493.202    -6630.289     4209.155    -3138.359     8463.696    -9207.017
     790.000     -551.956     4565.027    -6749.500     4404.975    -3213.324     8724.118    -9164.984
     800.000     -337.308     4836.433    -6940.369     4350.017    -3072.834     8889.237    -9378.682
     810.000     -474.238     4592.814    -6780.452     4298.799    -3129.439     8596.980    -9141.020
     820.000     -403.796     4666.731    -6780.028     4292.778    -3111.502     8740.591    -9268.816
     830.000     -387.911     4641.456    -6802.267     4164.011    -2980.810     8576.915    -9166.614
     840.000     -276.057     4456.955    -6859.717     4269.907    -2980.094     8522.309    -9359.201
     850.000     -184.709     4578.478    -6734.390     4202.878    -3071.368     8665.694    -9505.386
     860.000     -209.608     4644.486    -6841.694     4320.505    -3128.608     8890.826    -9686.529
     870.000      -29.862     4794.312    -7007.519     4241.619    -3059.821     9011.556   -10013.102
     880.000     -172.435     4730.928    -7055.834     4393.841    -3087.616     9107.033    -9953.279
     890.000     -128.001     4670.329    -6936.230     4295.316    -3180.668     8950.696    -9973.947
     900.000     -303.498     4660.432    -6674.634     4319.501    -3078.198     8928.486    -9397.887
     910.000     -269.105     4737.381    -6994.662     4399.279    -3206.070     9014.881    -9809.848
     920.000     -211.660     4624.892    -6817.488     4184.488    -3061.564     8836.080    -9694.092
     930.000     -210.780     4764.411    -6886.430     4364.230    -3171.520     9108.070    -9826.598
     940.000      -60.552     4600.398    -6656.021     4354.826    -3136.403     8993.668    -9770.316
     950.000     -127.389     4566.582    -6682.655     4417.702    -3336.523     8925.696    -9833.202
     960.000     -244.331     4451.075    -6662.852     4410.369    -3273.791     8777.741    -9608.609
     970.000     -206.508     4545.245    -6619.512     4264.724    -3216.810     8757.607    -9577.452
     980.000      -97.456     4505.083    -6630.726     4260.265    -3123.479     8721.194    -9612.595
     990.000     -355.140     4583.579    -6569.581     4228.624    -3152.982     8781.447    -9336.666
    1000.000     -155.756     4341.081    -6630.866     4279.673    -3162.998     8495.253    -9512.607
     Average     -273.988 
